formula,auc_roc,auc_pr,precision,recall,f1,f2,precision_at_recall_25,precision_at_recall_50,precision_at_recall_75,num_features
(((mcv**2)) * ((rbc**2))) + ((mchc**2)),0.5802,0.0134,0.0127,0.68,0.0249,0.0591,0.0125,0.0135,0.0122,3
((plt**2)) - (sqrt(abs(hgb))),0.5725,0.0134,0.0138,0.39,0.0267,0.0604,0.0142,0.0136,0.0114,2
((((((((sqrt(abs(hgb))) + (rbc)) / (abs(sqrt(abs(wbc)))+1e-6)) - (log(abs(hct)+1))) / (abs(log(abs(mchc)+1))+1e-6)) + (rdw)) / (abs((mcv**2))+1e-6)) / (abs(mch)+1e-6)) + ((plt**2)),0.5723,0.0134,0.0138,0.39,0.0267,0.0605,0.0142,0.0137,0.0114,9
(((mcv) - ((mch**2))) * (sqrt(abs(hct)))) - ((plt**2)),0.5729,0.0134,0.0137,0.3933,0.0265,0.0601,0.0142,0.0136,0.0114,4
((((((sqrt(abs(rdw))) - ((plt**2))) + (mch)) - (log(abs(mcv)+1))) * (sqrt(abs(mchc)))) + (wbc)) - (log(abs(hct)+1)),0.5735,0.0134,0.0137,0.4267,0.0266,0.0607,0.014,0.0136,0.0114,7
(((mch) - (rdw)) + (plt)) + (log(abs(hgb)+1)),0.5719,0.0134,0.0138,0.37,0.0266,0.06,0.0143,0.0135,0.0114,4
(((((((log(abs(wbc)+1)) / (abs(rdw)+1e-6)) * ((rbc**2))) * (log(abs(mchc)+1))) + (sqrt(abs(hct)))) * (mcv)) + (log(abs(mch)+1))) - ((plt**2)),0.5732,0.0134,0.0138,0.3867,0.0267,0.0606,0.0143,0.0137,0.0114,8
((((((((sqrt(abs(rdw))) * (log(abs(mcv)+1))) / (abs(mchc)+1e-6)) * (sqrt(abs(hgb)))) / (abs((wbc**2))+1e-6)) / (abs(mch)+1e-6)) - (sqrt(abs(hct)))) / (abs(log(abs(rbc)+1))+1e-6)) / (abs(plt)+1e-6),0.5725,0.0134,0.0139,0.4767,0.027,0.0622,0.0138,0.0135,0.0113,9
(((((((sqrt(abs(hct))) * (log(abs(wbc)+1))) - (hgb)) + (plt)) - ((rbc**2))) - (mch)) - (log(abs(rdw)+1))) / (abs(log(abs(mchc)+1))+1e-6),0.5735,0.0134,0.014,0.3767,0.027,0.061,0.0144,0.0137,0.0114,8
(((((((log(abs(rbc)+1)) * ((wbc**2))) - (sqrt(abs(mcv)))) + (sqrt(abs(hgb)))) / (abs(sqrt(abs(rdw)))+1e-6)) - ((hct**2))) + ((mchc**2))) * ((mch**2)),0.5815,0.0134,0.0132,0.6667,0.0259,0.0612,0.0134,0.0136,0.0121,8
(((((mcv) / (abs((wbc**2))+1e-6)) / (abs(rdw)+1e-6)) * (sqrt(abs(hgb)))) - (plt)) - (sqrt(abs(mch))),0.5722,0.0134,0.0137,0.3867,0.0265,0.0602,0.0142,0.0136,0.0113,6
(((((rbc**2)) + (log(abs(wbc)+1))) / (abs(log(abs(rdw)+1))+1e-6)) - ((plt**2))) - (sqrt(abs(hct))),0.5726,0.0134,0.0138,0.39,0.0267,0.0605,0.0143,0.0136,0.0114,5
(hct) - ((plt**2)),0.5725,0.0134,0.0138,0.39,0.0267,0.0605,0.0142,0.0136,0.0113,2
(sqrt(abs(hgb))) + (sqrt(abs(rbc))),0.5783,0.0134,0.013,0.6467,0.0256,0.0603,0.0124,0.0127,0.0126,2
((((((((sqrt(abs(hct))) / (abs((mch**2))+1e-6)) / (abs(sqrt(abs(rbc)))+1e-6)) * (log(abs(wbc)+1))) / (abs((rdw**2))+1e-6)) * (hgb)) - ((plt**2))) - ((mcv**2))) / (abs(log(abs(mchc)+1))+1e-6),0.5727,0.0134,0.0138,0.3867,0.0267,0.0606,0.0144,0.0136,0.0114,9
(((((((((rdw**2)) / (abs((rbc**2))+1e-6)) * (log(abs(hgb)+1))) / (abs(mchc)+1e-6)) + (wbc)) - (hct)) - (sqrt(abs(mch)))) + ((plt**2))) * (log(abs(mcv)+1)),0.5731,0.0134,0.0138,0.3933,0.0268,0.0607,0.0144,0.0136,0.0114,9
(((((((mchc) - ((rdw**2))) + ((mcv**2))) + ((plt**2))) + (hgb)) - ((hct**2))) + (log(abs(wbc)+1))) - (sqrt(abs(mch))),0.5742,0.0134,0.014,0.3967,0.0271,0.0614,0.0144,0.0137,0.0115,8
(((((((wbc) - (sqrt(abs(hgb)))) - (sqrt(abs(rdw)))) - ((plt**2))) + ((hct**2))) / (abs(sqrt(abs(rbc)))+1e-6)) / (abs(sqrt(abs(mchc)))+1e-6)) / (abs(mch)+1e-6),0.573,0.0134,0.0136,0.4433,0.0265,0.0607,0.0142,0.0138,0.0114,8
((plt) * (mchc)) + ((wbc**2)),0.5747,0.0134,0.0143,0.3333,0.0274,0.0611,0.0137,0.013,0.0114,3
((mch) / (abs(plt)+1e-6)) - (log(abs(mcv)+1)),0.5668,0.0134,0.0134,0.3767,0.026,0.0588,0.0143,0.0125,0.0116,3
((((((((hgb**2)) - (log(abs(hct)+1))) * (sqrt(abs(mchc)))) + (log(abs(mch)+1))) + (log(abs(rdw)+1))) * (log(abs(wbc)+1))) - ((plt**2))) / (abs(log(abs(mcv)+1))+1e-6),0.5725,0.0134,0.0139,0.4267,0.0269,0.0614,0.0139,0.0136,0.0114,8
(((((((log(abs(mch)+1)) / (abs((mcv**2))+1e-6)) - (sqrt(abs(hgb)))) + (sqrt(abs(mchc)))) + (sqrt(abs(wbc)))) - (log(abs(rbc)+1))) / (abs(rdw)+1e-6)) - (sqrt(abs(plt))),0.5729,0.0134,0.0141,0.4033,0.0272,0.0618,0.0142,0.0138,0.0114,8
(((((((mch) - (sqrt(abs(hct)))) + ((rdw**2))) + (mcv)) / (abs(rbc)+1e-6)) + (log(abs(mchc)+1))) + (hgb)) + ((plt**2)),0.5727,0.0134,0.0139,0.39,0.0268,0.0608,0.0143,0.0136,0.0114,8
((((((log(abs(mch)+1)) - ((plt**2))) + (mchc)) * (sqrt(abs(wbc)))) + (sqrt(abs(hgb)))) - (log(abs(rbc)+1))) * ((rdw**2)),0.5831,0.0134,0.0136,0.49,0.0264,0.0611,0.0144,0.0137,0.0122,7
((((((((mch) / (abs(log(abs(wbc)+1))+1e-6)) / (abs(sqrt(abs(hct)))+1e-6)) * (log(abs(mcv)+1))) + ((hgb**2))) + (sqrt(abs(rdw)))) / (abs(sqrt(abs(mchc)))+1e-6)) / (abs((rbc**2))+1e-6)) + ((plt**2)),0.5725,0.0134,0.0138,0.39,0.0267,0.0605,0.0143,0.0137,0.0113,9
((((((((log(abs(mch)+1)) / (abs(log(abs(rbc)+1))+1e-6)) - (log(abs(rdw)+1))) + (mcv)) - (log(abs(mchc)+1))) - (hgb)) / (abs(sqrt(abs(wbc)))+1e-6)) + (log(abs(hct)+1))) + ((plt**2)),0.5724,0.0134,0.0137,0.39,0.0266,0.0602,0.0143,0.0137,0.0113,9
((((((plt**2)) * (sqrt(abs(mchc)))) / (abs(log(abs(mcv)+1))+1e-6)) - (sqrt(abs(rbc)))) + (hct)) + (hgb),0.5727,0.0134,0.013,0.2833,0.0249,0.0551,0.014,0.0136,0.0113,6
(((((log(abs(wbc)+1)) - (log(abs(rdw)+1))) / (abs(hgb)+1e-6)) / (abs(log(abs(rbc)+1))+1e-6)) / (abs((mchc**2))+1e-6)) - (log(abs(plt)+1)),0.5724,0.0134,0.0137,0.39,0.0265,0.0601,0.0142,0.0137,0.0114,6
((((wbc) / (abs(mcv)+1e-6)) * (sqrt(abs(rdw)))) / (abs(log(abs(rbc)+1))+1e-6)) - (sqrt(abs(plt))),0.5729,0.0134,0.0138,0.3567,0.0266,0.0599,0.0141,0.0138,0.0115,5
((((((((sqrt(abs(hgb))) * ((mcv**2))) + ((rbc**2))) - (log(abs(plt)+1))) / (abs(sqrt(abs(mch)))+1e-6)) - (rdw)) / (abs(log(abs(mchc)+1))+1e-6)) / (abs(hct)+1e-6)) + (sqrt(abs(wbc))),0.5587,0.0134,0.012,0.5467,0.0236,0.0554,0.0124,0.0124,0.0118,9
((mch) - (log(abs(mchc)+1))) + ((rdw**2)),0.6202,0.0134,0.0141,0.7833,0.0277,0.0658,0.0138,0.0145,0.0141,3
(((((((sqrt(abs(rbc))) + (log(abs(hct)+1))) - ((mchc**2))) - ((rdw**2))) + ((hgb**2))) + (mch)) * (log(abs(mcv)+1))) + (plt),0.5859,0.0134,0.0134,0.56,0.0262,0.0611,0.0139,0.0135,0.0123,8
((((plt) - (log(abs(hgb)+1))) + (log(abs(mch)+1))) + (log(abs(rdw)+1))) - (sqrt(abs(hct))),0.5729,0.0134,0.0138,0.3867,0.0266,0.0603,0.0143,0.0137,0.0114,5
(((((log(abs(mchc)+1)) / (abs((hct**2))+1e-6)) / (abs((wbc**2))+1e-6)) / (abs(sqrt(abs(mcv)))+1e-6)) - (hgb)) + (sqrt(abs(mch))),0.5751,0.0134,0.0128,0.64,0.025,0.0591,0.0125,0.0123,0.0126,6
((((wbc) / (abs(sqrt(abs(rdw)))+1e-6)) - (hgb)) + (log(abs(mcv)+1))) + ((plt**2)),0.5724,0.0134,0.0138,0.39,0.0266,0.0604,0.0142,0.0136,0.0113,5
(((((log(abs(wbc)+1)) / (abs(mcv)+1e-6)) - ((hgb**2))) * (sqrt(abs(mchc)))) + (plt)) - (rbc),0.5827,0.0134,0.0123,0.7667,0.0243,0.0579,0.0137,0.0128,0.0124,6
(((log(abs(hct)+1)) + (mchc)) / (abs(log(abs(mcv)+1))+1e-6)) - ((plt**2)),0.5722,0.0134,0.0137,0.39,0.0265,0.0602,0.0143,0.0137,0.0114,4
(((log(abs(hgb)+1)) * (mchc)) + ((plt**2))) - (log(abs(mch)+1)),0.5722,0.0134,0.0137,0.3867,0.0264,0.0598,0.0142,0.0137,0.0113,4
(((sqrt(abs(rbc))) - (sqrt(abs(wbc)))) / (abs(rdw)+1e-6)) - ((plt**2)),0.5722,0.0134,0.0138,0.3833,0.0266,0.0602,0.0142,0.0136,0.0113,4
(((hgb) - ((rdw**2))) / (abs(hct)+1e-6)) - (sqrt(abs(mcv))),0.6237,0.0134,0.0145,0.7067,0.0285,0.0672,0.0153,0.0144,0.0142,4
(((((((hct**2)) * (log(abs(mchc)+1))) + (sqrt(abs(rdw)))) / (abs(sqrt(abs(rbc)))+1e-6)) - ((plt**2))) - (hgb)) - ((mcv**2)),0.5744,0.0134,0.0141,0.3967,0.0272,0.0617,0.0144,0.0139,0.0115,7
((((sqrt(abs(rdw))) + (mcv)) - (hgb)) - (sqrt(abs(mchc)))) - (sqrt(abs(hct))),0.5474,0.0134,0.0113,0.52,0.0222,0.0521,0.0106,0.0117,0.0114,5
((((((((rbc**2)) + ((hgb**2))) - (wbc)) + ((rdw**2))) + ((hct**2))) * (sqrt(abs(mchc)))) - ((mch**2))) / (abs(log(abs(plt)+1))+1e-6),0.5846,0.0134,0.013,0.6867,0.0255,0.0603,0.0129,0.0143,0.0123,8
((mcv**2)) + ((plt**2)),0.5736,0.0134,0.0137,0.39,0.0266,0.0602,0.0144,0.0136,0.0115,2
((sqrt(abs(rbc))) * (mch)) - ((plt**2)),0.5724,0.0134,0.0138,0.39,0.0267,0.0606,0.0142,0.0136,0.0114,3
((log(abs(wbc)+1)) / (abs(sqrt(abs(hct)))+1e-6)) - (sqrt(abs(plt))),0.5722,0.0134,0.0139,0.3967,0.0268,0.0609,0.0139,0.0137,0.0114,3
(((plt) + (sqrt(abs(hct)))) - (mcv)) * (log(abs(rdw)+1)),0.5737,0.0134,0.015,0.5,0.0291,0.0669,0.014,0.0136,0.0112,4
(log(abs(hct)+1)) / (abs(rdw)+1e-6),0.6227,0.0134,0.0144,0.75,0.0282,0.0668,0.0141,0.0143,0.0141,2
(sqrt(abs(mch))) + ((plt**2)),0.5724,0.0134,0.0137,0.3867,0.0265,0.06,0.0143,0.0138,0.0113,2
((((((sqrt(abs(rdw))) / (abs(log(abs(mcv)+1))+1e-6)) + (log(abs(rbc)+1))) + (sqrt(abs(mchc)))) - (sqrt(abs(hct)))) / (abs(sqrt(abs(mch)))+1e-6)) + (sqrt(abs(plt))),0.5738,0.0134,0.0139,0.42,0.027,0.0615,0.0141,0.0138,0.0114,7
((((hgb**2)) * (sqrt(abs(rbc)))) + ((plt**2))) - ((wbc**2)),0.5722,0.0134,0.0138,0.39,0.0266,0.0603,0.0143,0.0138,0.0113,4
((((((mch) - ((rdw**2))) - ((mchc**2))) * (log(abs(mcv)+1))) - ((plt**2))) - (wbc)) + (log(abs(rbc)+1)),0.5735,0.0134,0.0137,0.3867,0.0264,0.0599,0.0143,0.0136,0.0114,7
(((((((log(abs(hct)+1)) / (abs((rbc**2))+1e-6)) + (log(abs(mchc)+1))) + ((mch**2))) * (sqrt(abs(hgb)))) + (log(abs(rdw)+1))) - (log(abs(mcv)+1))) + ((plt**2)),0.5727,0.0134,0.0137,0.3933,0.0266,0.0603,0.0142,0.0137,0.0114,8
(((log(abs(hct)+1)) - (log(abs(mch)+1))) + ((plt**2))) + (hgb),0.572,0.0134,0.0137,0.3867,0.0264,0.0598,0.0142,0.0138,0.0113,4
((log(abs(mchc)+1)) * (log(abs(rdw)+1))) * ((mch**2)),0.5645,0.0134,0.0125,0.45,0.0243,0.0563,0.0137,0.0126,0.011,3
((((hct) * (sqrt(abs(mch)))) - (sqrt(abs(wbc)))) + (rdw)) / (abs((mchc**2))+1e-6),0.5726,0.0134,0.0128,0.6367,0.025,0.0591,0.0136,0.0141,0.0119,5
(((((rbc**2)) - (mch)) + (log(abs(mcv)+1))) - (log(abs(mchc)+1))) - ((plt**2)),0.5726,0.0134,0.0138,0.39,0.0267,0.0605,0.0143,0.0136,0.0113,5
((((((((log(abs(mch)+1)) / (abs(log(abs(hct)+1))+1e-6)) / (abs(wbc)+1e-6)) / (abs((hgb**2))+1e-6)) - (sqrt(abs(plt)))) - (sqrt(abs(rbc)))) / (abs(mcv)+1e-6)) + (log(abs(rdw)+1))) + (sqrt(abs(mchc))),0.5805,0.0134,0.0137,0.4767,0.0267,0.0615,0.0144,0.013,0.0119,9
(plt) + (log(abs(hct)+1)),0.572,0.0134,0.0137,0.3867,0.0264,0.0598,0.0142,0.0137,0.0113,2
((plt**2)) - (rbc),0.5725,0.0134,0.0138,0.39,0.0267,0.0605,0.0143,0.0136,0.0113,2
((((((((sqrt(abs(rbc))) + (log(abs(rdw)+1))) / (abs((hct**2))+1e-6)) * (wbc)) / (abs(mchc)+1e-6)) - (log(abs(mch)+1))) * (hgb)) + (plt)) - (mcv),0.5723,0.0134,0.014,0.4767,0.0272,0.0627,0.0139,0.0136,0.0112,9
(((((((((rdw**2)) / (abs((hgb**2))+1e-6)) * (sqrt(abs(rbc)))) - (wbc)) / (abs(sqrt(abs(plt)))+1e-6)) + (sqrt(abs(mch)))) + (mcv)) + (log(abs(hct)+1))) * (sqrt(abs(mchc))),0.5297,0.0134,0.0117,0.2033,0.0221,0.0476,0.0117,0.011,0.0108,9
((plt**2)) + ((rdw**2)),0.5726,0.0134,0.0137,0.3867,0.0265,0.0601,0.0143,0.0136,0.0114,2
(((((log(abs(rdw)+1)) + (log(abs(mcv)+1))) / (abs(hct)+1e-6)) * (sqrt(abs(wbc)))) / (abs((hgb**2))+1e-6)) - (plt),0.5721,0.0134,0.0136,0.3867,0.0264,0.0598,0.0143,0.0137,0.0113,6
(((((mcv) / (abs(log(abs(hgb)+1))+1e-6)) * (sqrt(abs(mchc)))) + (log(abs(rdw)+1))) + ((plt**2))) - (log(abs(mch)+1)),0.5725,0.0134,0.0138,0.39,0.0267,0.0605,0.0143,0.0137,0.0113,6
((((((((mchc**2)) - (sqrt(abs(rdw)))) - ((rbc**2))) / (abs((wbc**2))+1e-6)) + (hct)) + (hgb)) * (log(abs(mch)+1))) + ((plt**2)),0.5726,0.0134,0.0138,0.3933,0.0267,0.0605,0.0142,0.0137,0.0113,8
(((((((log(abs(rbc)+1)) * ((mch**2))) + (sqrt(abs(rdw)))) + (wbc)) + ((plt**2))) + (sqrt(abs(hct)))) + ((mchc**2))) + (mcv),0.5726,0.0134,0.0137,0.3867,0.0265,0.0602,0.0142,0.0137,0.0114,8
((wbc) - (log(abs(mch)+1))) + ((plt**2)),0.5721,0.0134,0.0138,0.3833,0.0267,0.0604,0.0142,0.0136,0.0113,3
((log(abs(hct)+1)) - (log(abs(mch)+1))) / (abs(hgb)+1e-6),0.5866,0.0134,0.0133,0.5133,0.0259,0.0602,0.0128,0.0134,0.0122,3
((log(abs(rbc)+1)) + (sqrt(abs(mchc)))) - (sqrt(abs(plt))),0.5731,0.0134,0.0141,0.3867,0.0272,0.0616,0.0144,0.0139,0.0114,3
(((((((hct) + ((mcv**2))) + (hgb)) - (sqrt(abs(wbc)))) / (abs(rdw)+1e-6)) * (log(abs(rbc)+1))) * (log(abs(mchc)+1))) - ((plt**2)),0.5734,0.0134,0.0139,0.3867,0.0268,0.0606,0.0141,0.0136,0.0114,8
((((((((sqrt(abs(mch))) + (sqrt(abs(rbc)))) / (abs(sqrt(abs(wbc)))+1e-6)) * (mchc)) - (sqrt(abs(hgb)))) / (abs(sqrt(abs(hct)))+1e-6)) / (abs(mcv)+1e-6)) - (plt)) - (rdw),0.574,0.0134,0.0136,0.35,0.0262,0.059,0.0141,0.0136,0.0114,9
(sqrt(abs(mchc))) + ((plt**2)),0.5724,0.0134,0.0138,0.39,0.0267,0.0604,0.0142,0.0137,0.0113,2
((((((rbc) / (abs(hct)+1e-6)) + (log(abs(mchc)+1))) - (hgb)) / (abs(log(abs(mch)+1))+1e-6)) + (plt)) - (sqrt(abs(rdw))),0.5724,0.0134,0.0138,0.39,0.0267,0.0605,0.0142,0.0136,0.0114,7
((((((log(abs(hct)+1)) * (rdw)) / (abs((wbc**2))+1e-6)) * ((hgb**2))) - ((plt**2))) - (log(abs(mcv)+1))) - ((mch**2)),0.5723,0.0134,0.0138,0.39,0.0266,0.0604,0.0142,0.0137,0.0113,7
((((((sqrt(abs(hgb))) / (abs(log(abs(mcv)+1))+1e-6)) - ((plt**2))) + (log(abs(hct)+1))) + (log(abs(wbc)+1))) * (sqrt(abs(mchc)))) + (log(abs(rdw)+1)),0.5736,0.0134,0.0137,0.4267,0.0265,0.0607,0.014,0.0136,0.0114,7
((((((mcv) - (log(abs(rdw)+1))) + (wbc)) - ((rbc**2))) + (log(abs(hgb)+1))) * (log(abs(hct)+1))) - ((plt**2)),0.5721,0.0134,0.0138,0.39,0.0266,0.0603,0.0142,0.0136,0.0114,7
((mchc**2)) / (abs((hgb**2))+1e-6),0.5796,0.0134,0.013,0.66,0.0254,0.0601,0.0125,0.0137,0.0121,2
((((((((mch**2)) / (abs(mchc)+1e-6)) + ((rbc**2))) / (abs(log(abs(hct)+1))+1e-6)) / (abs(sqrt(abs(mcv)))+1e-6)) - (wbc)) - (rdw)) - ((plt**2)),0.5723,0.0134,0.0138,0.3833,0.0267,0.0604,0.0143,0.0136,0.0113,8
((((((((log(abs(rbc)+1)) - (sqrt(abs(mchc)))) - ((rdw**2))) + (log(abs(mch)+1))) * (mcv)) - (log(abs(hgb)+1))) + (wbc)) * (sqrt(abs(plt)))) * (hct),0.5865,0.0134,0.0136,0.53,0.0265,0.0616,0.0147,0.0134,0.0123,9
((mchc) / (abs(mcv)+1e-6)) - (sqrt(abs(plt))),0.5723,0.0134,0.0138,0.3867,0.0266,0.0602,0.0143,0.0137,0.0113,3
(rdw) + (plt),0.5741,0.0134,0.0136,0.35,0.0262,0.0589,0.0141,0.0136,0.0114,2
(sqrt(abs(rdw))) + (plt),0.5727,0.0134,0.0137,0.3867,0.0265,0.0601,0.0143,0.0136,0.0114,2
(sqrt(abs(mchc))) + (sqrt(abs(mcv))),0.5301,0.0134,0.0117,0.1433,0.0216,0.0441,0.0119,0.0112,0.0108,2
(log(abs(mchc)+1)) - ((plt**2)),0.5721,0.0134,0.0137,0.39,0.0265,0.0601,0.0143,0.0137,0.0114,2
(((sqrt(abs(rdw))) / (abs(log(abs(mcv)+1))+1e-6)) - ((plt**2))) + (mchc),0.5721,0.0134,0.0137,0.39,0.0265,0.0601,0.0143,0.0137,0.0114,4
(((log(abs(rdw)+1)) / (abs((hct**2))+1e-6)) * (rbc)) + (log(abs(plt)+1)),0.5725,0.0134,0.0138,0.39,0.0267,0.0604,0.0142,0.0136,0.0113,4
(rbc) - (mchc),0.5654,0.0134,0.0124,0.5433,0.0242,0.0567,0.014,0.0125,0.0117,2
((plt**2)) + (log(abs(mch)+1)),0.5724,0.0134,0.0137,0.3867,0.0265,0.06,0.0143,0.0138,0.0113,2
(((((hgb**2)) * (log(abs(rdw)+1))) - (log(abs(mchc)+1))) - (log(abs(hct)+1))) + ((plt**2)),0.5721,0.0134,0.0137,0.3867,0.0264,0.0598,0.0142,0.0138,0.0113,5
((((mch) * (wbc)) * (hgb)) / (abs((mcv**2))+1e-6)) - (plt),0.5724,0.0134,0.0137,0.39,0.0265,0.0602,0.0143,0.0137,0.0114,5
(((((plt**2)) + ((hct**2))) + (hgb)) / (abs(log(abs(mchc)+1))+1e-6)) + ((mcv**2)),0.5756,0.0134,0.0137,0.3767,0.0265,0.0599,0.0145,0.0137,0.0113,5
((mch**2)) + ((plt**2)),0.5725,0.0134,0.0137,0.3867,0.0265,0.06,0.0143,0.0138,0.0114,2
((((hct) / (abs(rdw)+1e-6)) / (abs(wbc)+1e-6)) + (hgb)) - ((plt**2)),0.5725,0.0134,0.0138,0.39,0.0267,0.0606,0.0142,0.0136,0.0114,5
(((log(abs(hgb)+1)) + ((rdw**2))) / (abs(hct)+1e-6)) * (sqrt(abs(mchc))),0.6219,0.0134,0.0148,0.6833,0.029,0.0681,0.0144,0.0147,0.014,4
(((hct**2)) - (mch)) - ((plt**2)),0.5729,0.0134,0.0138,0.3867,0.0267,0.0604,0.0142,0.0137,0.0114,3
((log(abs(wbc)+1)) - (sqrt(abs(plt)))) - (log(abs(hgb)+1)),0.5726,0.0134,0.0143,0.44,0.0278,0.0634,0.0136,0.0138,0.0115,3
(((((log(abs(rbc)+1)) + (rdw)) + (sqrt(abs(mchc)))) * (mcv)) + (log(abs(wbc)+1))) / (abs(hct)+1e-6),0.6112,0.0134,0.014,0.5967,0.0274,0.064,0.0141,0.0139,0.0135,6
((((((sqrt(abs(rdw))) * (mcv)) * (sqrt(abs(wbc)))) / (abs(sqrt(abs(mch)))+1e-6)) * (rbc)) - ((plt**2))) - ((hgb**2)),0.5724,0.0134,0.0138,0.39,0.0267,0.0604,0.0142,0.0138,0.0114,7
((((((((sqrt(abs(mch))) / (abs((rbc**2))+1e-6)) * ((mcv**2))) / (abs((rdw**2))+1e-6)) / (abs(hgb)+1e-6)) - (log(abs(mchc)+1))) / (abs((plt**2))+1e-6)) * (sqrt(abs(wbc)))) * (log(abs(hct)+1)),0.5723,0.0134,0.0132,0.51,0.0257,0.0597,0.0144,0.0132,0.0118,9
((((mchc**2)) / (abs(sqrt(abs(mch)))+1e-6)) + (sqrt(abs(rbc)))) + (plt),0.5748,0.0134,0.0144,0.4267,0.0278,0.0634,0.013,0.0131,0.0114,4
((((plt**2)) - ((rdw**2))) - ((wbc**2))) + (sqrt(abs(mcv))),0.5723,0.0134,0.0138,0.39,0.0266,0.0604,0.0142,0.0138,0.0113,4
(((sqrt(abs(rdw))) + (log(abs(rbc)+1))) / (abs((hct**2))+1e-6)) + (sqrt(abs(plt))),0.5725,0.0134,0.0138,0.39,0.0267,0.0605,0.0142,0.0136,0.0113,4
((((((((rdw**2)) + (hct)) * (mchc)) - (sqrt(abs(mch)))) / (abs(hgb)+1e-6)) / (abs(wbc)+1e-6)) / (abs(mcv)+1e-6)) + (plt),0.5728,0.0134,0.0139,0.3933,0.0269,0.0609,0.0143,0.0137,0.0114,8
((((((((log(abs(mcv)+1)) + (log(abs(rbc)+1))) / (abs((mch**2))+1e-6)) - (sqrt(abs(wbc)))) / (abs(sqrt(abs(hgb)))+1e-6)) * (log(abs(rdw)+1))) - ((mchc**2))) + (sqrt(abs(hct)))) - ((plt**2)),0.5724,0.0134,0.0138,0.39,0.0267,0.0605,0.0142,0.0137,0.0114,9
((plt**2)) - (log(abs(mchc)+1)),0.5721,0.0134,0.0137,0.39,0.0265,0.0601,0.0143,0.0137,0.0114,2
(((((((log(abs(rdw)+1)) * (mch)) - ((mcv**2))) / (abs((mchc**2))+1e-6)) + (sqrt(abs(hgb)))) + (log(abs(hct)+1))) + ((plt**2))) - ((rbc**2)),0.5726,0.0134,0.0138,0.39,0.0267,0.0606,0.0143,0.0137,0.0113,8
(((((((((rdw**2)) / (abs(mchc)+1e-6)) / (abs(log(abs(hgb)+1))+1e-6)) - (sqrt(abs(mcv)))) + (log(abs(hct)+1))) * (log(abs(wbc)+1))) + (sqrt(abs(rbc)))) / (abs(log(abs(mch)+1))+1e-6)) - (plt),0.572,0.0134,0.0138,0.41,0.0267,0.0609,0.014,0.0135,0.0114,9
(((log(abs(hgb)+1)) * ((mchc**2))) / (abs(log(abs(mcv)+1))+1e-6)) - ((hct**2)),0.5829,0.0134,0.0135,0.65,0.0265,0.0624,0.0124,0.014,0.012,4
(sqrt(abs(rbc))) - (rdw),0.6229,0.0134,0.0143,0.8033,0.028,0.0666,0.0137,0.0147,0.0142,2
(((plt**2)) + (sqrt(abs(mcv)))) - (log(abs(mchc)+1)),0.5723,0.0134,0.0138,0.39,0.0267,0.0605,0.0143,0.0137,0.0113,3
(((((rdw**2)) / (abs((hct**2))+1e-6)) / (abs((mchc**2))+1e-6)) * (log(abs(mcv)+1))) * ((mch**2)),0.6175,0.0134,0.0142,0.6567,0.0278,0.0654,0.0137,0.0139,0.0136,5
(((((((rdw**2)) / (abs((rbc**2))+1e-6)) / (abs((wbc**2))+1e-6)) + (mchc)) * (log(abs(mcv)+1))) - ((hgb**2))) + ((plt**2)),0.5725,0.0134,0.0138,0.39,0.0267,0.0605,0.0142,0.0136,0.0114,7
(((((((hct**2)) * (sqrt(abs(mch)))) / (abs(plt)+1e-6)) - ((mcv**2))) + (log(abs(mchc)+1))) / (abs(log(abs(wbc)+1))+1e-6)) / (abs((rbc**2))+1e-6),0.5786,0.0134,0.0132,0.52,0.0257,0.0598,0.0134,0.0131,0.0119,7
((((((wbc) / (abs((hgb**2))+1e-6)) + ((rdw**2))) + ((plt**2))) - (mcv)) - (sqrt(abs(mch)))) - (sqrt(abs(rbc))),0.5726,0.0134,0.0138,0.39,0.0266,0.0604,0.0143,0.0136,0.0114,7
(((log(abs(wbc)+1)) / (abs((hct**2))+1e-6)) / (abs(log(abs(rbc)+1))+1e-6)) + (plt),0.5725,0.0134,0.0138,0.39,0.0267,0.0606,0.0142,0.0136,0.0113,4
((((((sqrt(abs(plt))) - (log(abs(mch)+1))) - ((hgb**2))) / (abs((mchc**2))+1e-6)) / (abs((hct**2))+1e-6)) - (rbc)) * (mcv),0.5804,0.0134,0.0127,0.68,0.0249,0.0591,0.0126,0.0135,0.0121,7
(((mcv) - ((plt**2))) - ((mch**2))) + (log(abs(hgb)+1)),0.5725,0.0134,0.0137,0.3867,0.0265,0.06,0.0143,0.0138,0.0114,4
((((((((mcv**2)) / (abs(log(abs(mch)+1))+1e-6)) * (sqrt(abs(rbc)))) - ((hgb**2))) + (sqrt(abs(hct)))) - (wbc)) + ((plt**2))) - (sqrt(abs(rdw))),0.572,0.0134,0.0137,0.39,0.0265,0.0602,0.0143,0.0136,0.0114,8
(((((((log(abs(wbc)+1)) * (mch)) + (sqrt(abs(rbc)))) - ((plt**2))) - (sqrt(abs(hct)))) - (sqrt(abs(mchc)))) + (log(abs(mcv)+1))) - (log(abs(rdw)+1)),0.5722,0.0134,0.0137,0.39,0.0265,0.0602,0.0142,0.0137,0.0114,8
