formula,auc_roc,auc_pr,precision,recall,f1,f2,precision_at_recall_25,precision_at_recall_50,precision_at_recall_75,num_features
(((((rbc) - ((mcv**2))) - (log(abs(mch)+1))) + ((plt**2))) - (hgb)) + ((mchc**2)),0.5086,0.0071,0.0084,0.0617,0.0148,0.0272,0.0068,0.0058,0.0053,6
(((((plt**2)) / (abs(rbc)+1e-6)) - (log(abs(rdw)+1))) / (abs(sqrt(abs(mcv)))+1e-6)) + ((mch**2)),0.5209,0.0071,0.0079,0.0494,0.0136,0.0241,0.0072,0.006,0.0055,5
(log(abs(rdw)+1)) - ((plt**2)),0.5073,0.0071,0.0084,0.0617,0.0147,0.0271,0.0069,0.0057,0.0053,2
((((((((log(abs(hgb)+1)) * (sqrt(abs(hct)))) / (abs(sqrt(abs(plt)))+1e-6)) * ((rdw**2))) * (mchc)) - (sqrt(abs(wbc)))) * ((mcv**2))) + (rbc)) + (sqrt(abs(mch))),0.5306,0.0071,0.0072,0.3272,0.014,0.033,0.0076,0.006,0.0057,9
(((((((mchc) - ((rdw**2))) + ((mcv**2))) + ((plt**2))) + (hgb)) - ((hct**2))) + (log(abs(wbc)+1))) - (sqrt(abs(mch))),0.5073,0.0071,0.0073,0.0617,0.013,0.0247,0.0071,0.0056,0.0053,8
(((((hgb) - (mcv)) / (abs(hct)+1e-6)) * (log(abs(mch)+1))) - (sqrt(abs(rbc)))) + (plt),0.5073,0.0071,0.0084,0.0617,0.0148,0.0272,0.0068,0.0058,0.0053,6
((((rdw) + ((rbc**2))) - (log(abs(hct)+1))) / (abs((hgb**2))+1e-6)) - (plt),0.5074,0.0071,0.0083,0.0617,0.0147,0.027,0.0069,0.0057,0.0053,5
(((((rdw**2)) / (abs((mcv**2))+1e-6)) - ((mchc**2))) * (rbc)) * ((plt**2)),0.5147,0.0071,0.0058,0.5247,0.0114,0.0276,0.0074,0.006,0.0054,5
(((sqrt(abs(rbc))) + ((plt**2))) - (log(abs(mcv)+1))) + (sqrt(abs(wbc))),0.5074,0.0071,0.0084,0.0617,0.0147,0.0271,0.0068,0.0057,0.0053,4
((((((hct) - (log(abs(mcv)+1))) * (log(abs(rdw)+1))) / (abs(sqrt(abs(wbc)))+1e-6)) + ((plt**2))) - ((hgb**2))) + (sqrt(abs(mchc))),0.5075,0.0071,0.0084,0.0617,0.0147,0.0271,0.0068,0.0057,0.0053,7
((((((hgb) - (log(abs(wbc)+1))) * (sqrt(abs(hct)))) / (abs((mch**2))+1e-6)) * (rdw)) + (sqrt(abs(plt)))) + (sqrt(abs(mchc))),0.5101,0.0071,0.0078,0.0617,0.0138,0.0258,0.0067,0.006,0.0053,7
(((((log(abs(mchc)+1)) / (abs(hct)+1e-6)) - (wbc)) * (mch)) + ((rbc**2))) + ((plt**2)),0.5075,0.0071,0.0083,0.0617,0.0147,0.0271,0.007,0.0057,0.0053,6
((log(abs(hct)+1)) + (rdw)) + ((plt**2)),0.5077,0.0071,0.0083,0.0617,0.0147,0.027,0.0068,0.0057,0.0053,3
((log(abs(hgb)+1)) - (plt)) + (log(abs(mchc)+1)),0.5074,0.0071,0.0084,0.0617,0.0147,0.0271,0.0068,0.0057,0.0053,3
(((plt**2)) - (sqrt(abs(hct)))) - (sqrt(abs(mcv))),0.5076,0.0071,0.0084,0.0617,0.0148,0.0272,0.0068,0.0057,0.0053,3
((sqrt(abs(rdw))) / (abs((mcv**2))+1e-6)) + (sqrt(abs(plt))),0.5076,0.0071,0.0084,0.0617,0.0147,0.0271,0.0068,0.0057,0.0053,3
((((((((rdw) - (sqrt(abs(rbc)))) * (sqrt(abs(hct)))) - (sqrt(abs(wbc)))) - (sqrt(abs(mcv)))) / (abs(mch)+1e-6)) * (log(abs(hgb)+1))) / (abs(mchc)+1e-6)) - (sqrt(abs(plt))),0.5077,0.0071,0.0083,0.0617,0.0146,0.027,0.0068,0.0057,0.0053,9
((((((((wbc) - (log(abs(rbc)+1))) - (log(abs(hct)+1))) / (abs(sqrt(abs(mch)))+1e-6)) + ((plt**2))) - (mchc)) * (mcv)) + ((rdw**2))) - (sqrt(abs(hgb))),0.5052,0.0071,0.0071,0.0679,0.0128,0.025,0.0069,0.0055,0.0053,9
(((((((sqrt(abs(mcv))) - (wbc)) / (abs(log(abs(hct)+1))+1e-6)) - (log(abs(rbc)+1))) / (abs((mchc**2))+1e-6)) - (rdw)) * (hgb)) + ((plt**2)),0.5074,0.0071,0.0084,0.0617,0.0148,0.0272,0.0068,0.0057,0.0053,8
(((((((sqrt(abs(wbc))) - (log(abs(hgb)+1))) + (plt)) - (hct)) / (abs(log(abs(mcv)+1))+1e-6)) - (log(abs(mchc)+1))) + (rbc)) * (log(abs(mch)+1)),0.5109,0.0071,0.0076,0.0741,0.0137,0.0268,0.0069,0.0058,0.0054,8
((((((mcv) / (abs(mchc)+1e-6)) + (rdw)) * (log(abs(plt)+1))) / (abs(log(abs(hgb)+1))+1e-6)) * (hct)) / (abs(rbc)+1e-6),0.5263,0.0071,0.0063,0.6975,0.0126,0.0306,0.0056,0.0061,0.0059,7
(((sqrt(abs(mchc))) / (abs(log(abs(hct)+1))+1e-6)) + ((plt**2))) - (hgb),0.5075,0.0071,0.0084,0.0617,0.0147,0.0271,0.0068,0.0057,0.0053,4
((((sqrt(abs(mch))) + (sqrt(abs(mchc)))) - (hct)) - ((rbc**2))) / (abs((plt**2))+1e-6),0.5141,0.0071,0.0076,0.0432,0.013,0.0224,0.0074,0.0057,0.0054,5
(((((sqrt(abs(mch))) * (log(abs(mchc)+1))) / (abs((hct**2))+1e-6)) + (mcv)) * ((plt**2))) - (log(abs(rdw)+1)),0.5052,0.0071,0.0071,0.0679,0.0128,0.025,0.0069,0.0055,0.0053,6
(((((sqrt(abs(hct))) + (log(abs(hgb)+1))) - (plt)) + (log(abs(mch)+1))) - (mchc)) * (sqrt(abs(mcv))),0.5068,0.0071,0.008,0.0679,0.0143,0.0272,0.0069,0.0056,0.0053,6
((((((((wbc**2)) + ((plt**2))) / (abs(sqrt(abs(rbc)))+1e-6)) + (sqrt(abs(hgb)))) - (mcv)) - (rdw)) * (log(abs(mch)+1))) + (mchc),0.5097,0.0071,0.0083,0.0679,0.0148,0.0279,0.0068,0.0057,0.0054,8
((((((mchc) / (abs((rbc**2))+1e-6)) / (abs((hgb**2))+1e-6)) - (hct)) - (mcv)) + (sqrt(abs(wbc)))) + (mch),0.5535,0.0071,0.0064,0.6173,0.0126,0.0306,0.0071,0.0063,0.0058,7
((((((((rdw) - ((mcv**2))) / (abs(log(abs(hgb)+1))+1e-6)) + (rbc)) / (abs(log(abs(hct)+1))+1e-6)) / (abs(mchc)+1e-6)) + (mch)) * (sqrt(abs(wbc)))) + ((plt**2)),0.5076,0.0071,0.0083,0.0617,0.0147,0.0271,0.007,0.0057,0.0053,9
(((sqrt(abs(mch))) + (rbc)) / (abs(log(abs(mcv)+1))+1e-6)) - (plt),0.5075,0.0071,0.0083,0.0617,0.0147,0.0271,0.0068,0.0057,0.0053,4
((((plt**2)) * (wbc)) + (log(abs(rbc)+1))) - (mcv),0.506,0.0071,0.0054,0.0247,0.0088,0.0144,0.0067,0.0056,0.0053,4
(((plt) / (abs(sqrt(abs(hct)))+1e-6)) * (log(abs(hgb)+1))) / (abs(log(abs(rbc)+1))+1e-6),0.5147,0.0071,0.0084,0.0494,0.0144,0.0251,0.0069,0.0057,0.0054,4
((((((mch**2)) * ((rdw**2))) + (sqrt(abs(mchc)))) - (sqrt(abs(rbc)))) / (abs((hct**2))+1e-6)) / (abs((mcv**2))+1e-6),0.5853,0.0071,0.0066,0.7346,0.0132,0.0321,0.0074,0.0072,0.0065,6
(((((mcv) / (abs(log(abs(hgb)+1))+1e-6)) * (sqrt(abs(mchc)))) + (log(abs(rdw)+1))) + ((plt**2))) - (log(abs(mch)+1)),0.5075,0.0071,0.0083,0.0617,0.0147,0.027,0.0068,0.0057,0.0053,6
(((((log(abs(wbc)+1)) / (abs((hct**2))+1e-6)) / (abs((mcv**2))+1e-6)) - ((plt**2))) - ((mch**2))) - (sqrt(abs(mchc))),0.5076,0.0071,0.0083,0.0617,0.0147,0.027,0.0068,0.0057,0.0053,6
((((((sqrt(abs(mch))) + (log(abs(hgb)+1))) * ((rdw**2))) * (log(abs(rbc)+1))) - ((plt**2))) + (mcv)) - (sqrt(abs(mchc))),0.5067,0.0071,0.0084,0.0617,0.0148,0.0272,0.0069,0.0057,0.0054,7
((plt**2)) - (sqrt(abs(mch))),0.5074,0.0071,0.0084,0.0617,0.0148,0.0272,0.0069,0.0057,0.0053,2
((((((mch**2)) / (abs(log(abs(hgb)+1))+1e-6)) + ((plt**2))) - (log(abs(mchc)+1))) / (abs(log(abs(wbc)+1))+1e-6)) + (sqrt(abs(rbc))),0.5075,0.0071,0.0064,0.3889,0.0126,0.0301,0.0066,0.0058,0.0052,6
(((((sqrt(abs(wbc))) * ((mch**2))) - ((hct**2))) * (rdw)) + ((rbc**2))) / (abs((mcv**2))+1e-6),0.5502,0.0071,0.0056,0.9012,0.0112,0.0275,0.0071,0.0063,0.0059,6
(((((rbc) * ((mcv**2))) / (abs(rdw)+1e-6)) - (sqrt(abs(hgb)))) + (sqrt(abs(wbc)))) + ((plt**2)),0.5066,0.0071,0.0071,0.0617,0.0128,0.0244,0.0069,0.0057,0.0053,6
((((((((mcv) / (abs(hgb)+1e-6)) + (sqrt(abs(wbc)))) + (sqrt(abs(mchc)))) - (sqrt(abs(hct)))) + (rbc)) / (abs(log(abs(rdw)+1))+1e-6)) - (sqrt(abs(mch)))) + (plt),0.5072,0.0071,0.0084,0.0617,0.0148,0.0272,0.0068,0.0057,0.0053,9
((((((((mcv) + (hct)) * (mch)) - (log(abs(mchc)+1))) * (sqrt(abs(hgb)))) + (wbc)) - ((rdw**2))) + (log(abs(rbc)+1))) + ((plt**2)),0.5075,0.0071,0.0077,0.0617,0.0137,0.0256,0.0071,0.0058,0.0053,9
((((((((hct) * (rbc)) + ((hgb**2))) / (abs(mcv)+1e-6)) + (sqrt(abs(mchc)))) * (log(abs(wbc)+1))) / (abs(mch)+1e-6)) + (sqrt(abs(rdw)))) + ((plt**2)),0.5076,0.0071,0.0084,0.0617,0.0147,0.0271,0.0068,0.0057,0.0053,9
((((((((log(abs(mch)+1)) + (mcv)) * (rdw)) - ((hgb**2))) - ((plt**2))) / (abs((rbc**2))+1e-6)) * ((mchc**2))) / (abs(sqrt(abs(wbc)))+1e-6)) * (hct),0.5198,0.0071,0.0064,0.4074,0.0125,0.03,0.0074,0.0061,0.0054,9
((((((((sqrt(abs(rdw))) / (abs(sqrt(abs(wbc)))+1e-6)) / (abs(sqrt(abs(hgb)))+1e-6)) - (mcv)) / (abs((hct**2))+1e-6)) - ((plt**2))) - ((rbc**2))) - (mch)) - (sqrt(abs(mchc))),0.5074,0.0071,0.0083,0.0617,0.0147,0.027,0.0069,0.0057,0.0053,9
(((mchc) * (hgb)) * (mcv)) + ((plt**2)),0.5094,0.0071,0.0055,0.5247,0.0109,0.0264,0.0068,0.0058,0.0054,4
(((mcv) / (abs(wbc)+1e-6)) / (abs((rbc**2))+1e-6)) - (plt),0.5075,0.0071,0.0084,0.0617,0.0147,0.0271,0.0068,0.0057,0.0053,4
(((((hct) * (rbc)) + (sqrt(abs(rdw)))) * (wbc)) + ((plt**2))) - (log(abs(mcv)+1)),0.5068,0.0071,0.0071,0.0617,0.0128,0.0243,0.0067,0.0057,0.0053,6
(((((log(abs(wbc)+1)) * (log(abs(mch)+1))) / (abs(log(abs(hgb)+1))+1e-6)) - ((plt**2))) - (mcv)) + ((mchc**2)),0.5071,0.0071,0.0084,0.0617,0.0148,0.0272,0.0069,0.0057,0.0053,6
((rdw) * (sqrt(abs(mchc)))) / (abs((mcv**2))+1e-6),0.564,0.0071,0.0058,0.858,0.0116,0.0285,0.0073,0.0065,0.0061,3
(plt) - (sqrt(abs(hgb))),0.5075,0.0071,0.0084,0.0617,0.0147,0.0271,0.0068,0.0057,0.0053,2
(((((((rdw) / (abs(log(abs(hct)+1))+1e-6)) / (abs(sqrt(abs(rbc)))+1e-6)) - (mcv)) / (abs((hgb**2))+1e-6)) - (mch)) + ((plt**2))) + (sqrt(abs(wbc))),0.5074,0.0071,0.0084,0.0617,0.0148,0.0272,0.0069,0.0057,0.0053,8
((((((((mch**2)) / (abs(mchc)+1e-6)) + ((rbc**2))) / (abs(log(abs(hct)+1))+1e-6)) / (abs(sqrt(abs(mcv)))+1e-6)) - (wbc)) - (rdw)) - ((plt**2)),0.5075,0.0071,0.0084,0.0617,0.0147,0.0271,0.0068,0.0057,0.0053,8
((((hct) + (log(abs(mchc)+1))) - (mch)) - (wbc)) - (plt),0.5095,0.0071,0.0071,0.0802,0.013,0.0262,0.0066,0.0058,0.0054,5
((((((hgb) * (rdw)) + ((plt**2))) + ((mch**2))) / (abs(log(abs(wbc)+1))+1e-6)) * (sqrt(abs(mchc)))) * (log(abs(rbc)+1)),0.509,0.0071,0.0066,0.3951,0.0129,0.0307,0.0068,0.006,0.0051,7
(((((((mcv) / (abs((hgb**2))+1e-6)) + (rdw)) - ((hct**2))) - ((plt**2))) - (wbc)) + (sqrt(abs(mch)))) + ((mchc**2)),0.5068,0.0071,0.0071,0.0617,0.0128,0.0243,0.0069,0.0057,0.0053,8
(((plt**2)) + (sqrt(abs(mcv)))) - (log(abs(mchc)+1)),0.5074,0.0071,0.0083,0.0617,0.0147,0.027,0.0068,0.0057,0.0053,3
(((plt**2)) + ((rbc**2))) * (mcv),0.5052,0.0071,0.0071,0.0679,0.0128,0.025,0.0069,0.0055,0.0053,3
(((((((((rbc**2)) * (log(abs(wbc)+1))) - (hgb)) - (hct)) + (plt)) - (log(abs(mchc)+1))) / (abs(log(abs(rdw)+1))+1e-6)) / (abs(mch)+1e-6)) * ((mcv**2)),0.5135,0.0071,0.0065,0.2531,0.0127,0.0296,0.0068,0.0058,0.0053,9
((log(abs(mcv)+1)) / (abs((plt**2))+1e-6)) / (abs(log(abs(hgb)+1))+1e-6),0.5081,0.0071,0.0071,0.0617,0.0127,0.0243,0.0068,0.0057,0.0052,3
((mch) - (log(abs(mchc)+1))) + (plt),0.5084,0.0071,0.0072,0.0617,0.0129,0.0245,0.0068,0.0057,0.0054,3
((((((mchc**2)) + (log(abs(mcv)+1))) - (mch)) * (rdw)) / (abs((rbc**2))+1e-6)) + ((plt**2)),0.5084,0.0071,0.0083,0.0617,0.0146,0.027,0.0068,0.0057,0.0054,6
(((((plt) / (abs(sqrt(abs(hgb)))+1e-6)) * ((rdw**2))) - (sqrt(abs(mcv)))) - (log(abs(mch)+1))) + (log(abs(hct)+1)),0.5252,0.0071,0.0061,0.5247,0.012,0.0289,0.0065,0.0061,0.0058,6
(((((log(abs(rbc)+1)) / (abs(log(abs(wbc)+1))+1e-6)) + (sqrt(abs(hgb)))) * ((plt**2))) / (abs(sqrt(abs(hct)))+1e-6)) / (abs(log(abs(mch)+1))+1e-6),0.5086,0.0071,0.0084,0.0617,0.0148,0.0272,0.0069,0.0057,0.0054,6
(((((rdw) / (abs((mch**2))+1e-6)) + (log(abs(mcv)+1))) + (log(abs(mchc)+1))) - (plt)) + (log(abs(hgb)+1)),0.5074,0.0071,0.0084,0.0617,0.0148,0.0272,0.0068,0.0057,0.0053,6
(((((((rbc**2)) * (sqrt(abs(hgb)))) - (log(abs(mchc)+1))) * (log(abs(mcv)+1))) - (sqrt(abs(wbc)))) + (log(abs(mch)+1))) - ((plt**2)),0.5075,0.0071,0.0083,0.0617,0.0147,0.0271,0.0068,0.0057,0.0053,7
((((((rbc) + (sqrt(abs(rdw)))) * (mcv)) * (log(abs(wbc)+1))) / (abs(sqrt(abs(hct)))+1e-6)) + ((plt**2))) + (log(abs(hgb)+1)),0.5075,0.0071,0.0083,0.0617,0.0147,0.0271,0.0068,0.0057,0.0053,7
((((((log(abs(wbc)+1)) / (abs((mchc**2))+1e-6)) - (rbc)) + (log(abs(hgb)+1))) / (abs((mcv**2))+1e-6)) + (plt)) / (abs(hct)+1e-6),0.5145,0.0071,0.0082,0.0556,0.0144,0.0259,0.0074,0.0056,0.0054,7
((((((hct**2)) + (rbc)) / (abs((mcv**2))+1e-6)) - (plt)) - (sqrt(abs(wbc)))) + (sqrt(abs(hgb))),0.5075,0.0071,0.0083,0.0617,0.0147,0.0271,0.0067,0.0057,0.0053,6
(((((((((rdw**2)) - (mch)) / (abs((mcv**2))+1e-6)) + (wbc)) + ((hgb**2))) - (mchc)) - ((rbc**2))) / (abs((hct**2))+1e-6)) - ((plt**2)),0.5073,0.0071,0.0084,0.0617,0.0147,0.0271,0.0067,0.0057,0.0053,9
((((((((sqrt(abs(mch))) / (abs((mcv**2))+1e-6)) - ((hct**2))) * (hgb)) / (abs(sqrt(abs(mchc)))+1e-6)) - (sqrt(abs(rbc)))) + (log(abs(wbc)+1))) - ((plt**2))) + (sqrt(abs(rdw))),0.5063,0.0071,0.0075,0.0617,0.0134,0.0252,0.0068,0.0058,0.0053,9
((((((((log(abs(mchc)+1)) + (log(abs(hct)+1))) - ((rdw**2))) + (wbc)) - (sqrt(abs(mch)))) * (log(abs(mcv)+1))) * (plt)) - (sqrt(abs(rbc)))) / (abs(sqrt(abs(hgb)))+1e-6),0.528,0.0071,0.0058,0.537,0.0114,0.0277,0.0067,0.006,0.0058,9
((((sqrt(abs(hgb))) + (rbc)) - ((plt**2))) * (log(abs(mchc)+1))) / (abs(log(abs(mcv)+1))+1e-6),0.5093,0.0071,0.0083,0.0617,0.0146,0.027,0.0068,0.0058,0.0053,5
((((sqrt(abs(wbc))) / (abs(log(abs(mcv)+1))+1e-6)) - (sqrt(abs(hct)))) / (abs(hgb)+1e-6)) + ((plt**2)),0.5075,0.0071,0.0083,0.0617,0.0147,0.027,0.0068,0.0057,0.0053,5
(((sqrt(abs(wbc))) / (abs(log(abs(mchc)+1))+1e-6)) - (plt)) + (log(abs(mch)+1)),0.5074,0.0071,0.0084,0.0617,0.0147,0.0271,0.007,0.0057,0.0053,4
(((sqrt(abs(wbc))) + ((plt**2))) + (sqrt(abs(mchc)))) + (sqrt(abs(mcv))),0.5075,0.0071,0.0083,0.0617,0.0147,0.0271,0.0068,0.0057,0.0053,4
((((((log(abs(rdw)+1)) * (sqrt(abs(mch)))) / (abs(log(abs(mcv)+1))+1e-6)) + (rbc)) / (abs(log(abs(hct)+1))+1e-6)) / (abs((mchc**2))+1e-6)) + (plt),0.5072,0.0071,0.0084,0.0617,0.0148,0.0272,0.0069,0.0057,0.0053,7
(sqrt(abs(mchc))) - ((plt**2)),0.5071,0.0071,0.0084,0.0617,0.0147,0.0271,0.0069,0.0057,0.0053,2
((plt**2)) / (abs(log(abs(rbc)+1))+1e-6),0.5087,0.0071,0.0085,0.0679,0.0151,0.0284,0.007,0.0057,0.0053,2
(((((((plt**2)) + (sqrt(abs(hgb)))) * (sqrt(abs(rbc)))) - ((rdw**2))) - ((wbc**2))) / (abs(sqrt(abs(hct)))+1e-6)) * (log(abs(mch)+1)),0.5092,0.0071,0.0083,0.0617,0.0146,0.027,0.0068,0.0058,0.0053,7
(((((((rdw) - ((mchc**2))) - (sqrt(abs(rbc)))) * (sqrt(abs(mch)))) / (abs(log(abs(hct)+1))+1e-6)) - (sqrt(abs(wbc)))) - (log(abs(hgb)+1))) + ((mcv**2)),0.5396,0.0071,0.0059,0.7778,0.0117,0.0285,0.007,0.0059,0.0059,8
(((wbc**2)) - ((plt**2))) + (sqrt(abs(hct))),0.5076,0.0071,0.0083,0.0617,0.0147,0.027,0.007,0.0057,0.0053,3
(((hgb**2)) / (abs(log(abs(plt)+1))+1e-6)) / (abs((hct**2))+1e-6),0.5692,0.0071,0.007,0.3457,0.0137,0.0322,0.0067,0.0068,0.0062,3
((log(abs(mcv)+1)) / (abs(sqrt(abs(mch)))+1e-6)) + ((plt**2)),0.5073,0.0071,0.0084,0.0617,0.0148,0.0272,0.0069,0.0057,0.0053,3
(((((mchc) - (log(abs(mch)+1))) / (abs(hct)+1e-6)) - (plt)) - (rdw)) - (wbc),0.5074,0.0071,0.0068,0.0617,0.0122,0.0236,0.0066,0.0056,0.0053,6
((((((rbc) + (sqrt(abs(hgb)))) * (log(abs(wbc)+1))) / (abs(sqrt(abs(mcv)))+1e-6)) + (log(abs(mchc)+1))) - (log(abs(hct)+1))) + (plt),0.5075,0.0071,0.0084,0.0617,0.0147,0.0271,0.0068,0.0057,0.0053,7
(((((((log(abs(hgb)+1)) / (abs((rdw**2))+1e-6)) * (hct)) / (abs((rbc**2))+1e-6)) + ((plt**2))) / (abs(log(abs(wbc)+1))+1e-6)) - (mchc)) - ((mcv**2)),0.51,0.0071,0.0068,0.4012,0.0133,0.0318,0.0063,0.0059,0.0053,8
(log(abs(mcv)+1)) + (plt),0.5074,0.0071,0.0083,0.0617,0.0147,0.027,0.0068,0.0057,0.0053,2
((((((hct**2)) / (abs(mchc)+1e-6)) - (sqrt(abs(rbc)))) - (sqrt(abs(plt)))) / (abs(log(abs(hgb)+1))+1e-6)) - (sqrt(abs(wbc))),0.5525,0.0071,0.0063,0.6852,0.0124,0.0302,0.0066,0.0063,0.006,6
((((((wbc**2)) / (abs((mchc**2))+1e-6)) + (sqrt(abs(rdw)))) * (hgb)) + ((plt**2))) + (hct),0.5074,0.0071,0.0083,0.0617,0.0147,0.027,0.0069,0.0057,0.0053,6
(((((mch) + (log(abs(wbc)+1))) * ((rdw**2))) + ((plt**2))) + (rbc)) - (sqrt(abs(mchc))),0.5104,0.0071,0.0081,0.0617,0.0143,0.0265,0.0068,0.0056,0.0054,6
((rdw) * (sqrt(abs(mchc)))) / (abs(sqrt(abs(hct)))+1e-6),0.5855,0.0071,0.0067,0.7284,0.0132,0.0322,0.0075,0.007,0.0067,3
(((((rbc**2)) - (mch)) + (log(abs(mcv)+1))) - (log(abs(mchc)+1))) - ((plt**2)),0.5076,0.0071,0.0083,0.0617,0.0147,0.027,0.0068,0.0057,0.0053,5
((((sqrt(abs(mchc))) * (log(abs(wbc)+1))) - (sqrt(abs(rdw)))) / (abs(mch)+1e-6)) + ((plt**2)),0.5074,0.0071,0.0084,0.0617,0.0147,0.0271,0.0068,0.0057,0.0053,5
((((sqrt(abs(mcv))) + (mch)) * (rbc)) + (log(abs(rdw)+1))) / (abs((mchc**2))+1e-6),0.5819,0.0071,0.0073,0.5679,0.0144,0.0346,0.0075,0.0071,0.0065,5
(((log(abs(mchc)+1)) * (sqrt(abs(mch)))) / (abs(sqrt(abs(hgb)))+1e-6)) * (sqrt(abs(plt))),0.5194,0.0071,0.0063,0.4753,0.0125,0.0301,0.0071,0.0057,0.0055,4
(((plt) - (rbc)) - (sqrt(abs(hct)))) + (log(abs(mcv)+1)),0.5078,0.0071,0.0083,0.0617,0.0146,0.027,0.0069,0.0057,0.0054,4
((((hct**2)) + ((plt**2))) + (log(abs(mcv)+1))) + (sqrt(abs(rdw))),0.5071,0.0071,0.0071,0.0617,0.0128,0.0244,0.0069,0.0057,0.0053,4
((((((plt**2)) + ((mcv**2))) - (sqrt(abs(rbc)))) + ((mch**2))) - (log(abs(rdw)+1))) + ((wbc**2)),0.5068,0.0071,0.0071,0.0617,0.0127,0.0243,0.007,0.0056,0.0053,6
(((((mcv) - (log(abs(rbc)+1))) - (wbc)) / (abs(log(abs(mch)+1))+1e-6)) + (plt)) / (abs((mchc**2))+1e-6),0.5185,0.0071,0.0064,0.321,0.0126,0.0296,0.0064,0.0061,0.0053,6
((((wbc) - (rdw)) - (log(abs(hct)+1))) * (sqrt(abs(hgb)))) - ((plt**2)),0.5075,0.0071,0.0083,0.0617,0.0147,0.027,0.007,0.0057,0.0053,5
((((log(abs(hct)+1)) / (abs(sqrt(abs(hgb)))+1e-6)) + (sqrt(abs(plt)))) + (sqrt(abs(mcv)))) / (abs(sqrt(abs(mchc)))+1e-6),0.5155,0.0071,0.0068,0.3272,0.0133,0.0314,0.0063,0.0059,0.0053,5
((((hct) * (sqrt(abs(mch)))) - (sqrt(abs(wbc)))) + (rdw)) / (abs((mchc**2))+1e-6),0.5812,0.0071,0.0068,0.5926,0.0135,0.0326,0.007,0.0069,0.0063,5
((((((log(abs(wbc)+1)) * (sqrt(abs(mcv)))) + (log(abs(rdw)+1))) - (sqrt(abs(mch)))) - (sqrt(abs(hgb)))) / (abs((plt**2))+1e-6)) * (hct),0.5124,0.0071,0.0063,0.3827,0.0123,0.0294,0.0068,0.0059,0.0053,7
(log(abs(rdw)+1)) * ((plt**2)),0.5091,0.0071,0.0078,0.0617,0.0139,0.026,0.0068,0.0057,0.0054,2
((mchc**2)) / (abs(hct)+1e-6),0.5955,0.0071,0.0076,0.5741,0.015,0.0361,0.0074,0.0074,0.0067,2
((plt**2)) - ((mch**2)),0.5073,0.0071,0.0084,0.0617,0.0148,0.0272,0.0069,0.0057,0.0053,2
(((((((rdw**2)) / (abs((rbc**2))+1e-6)) / (abs((wbc**2))+1e-6)) + (mchc)) * (log(abs(mcv)+1))) - ((hgb**2))) + ((plt**2)),0.5075,0.0071,0.0084,0.0617,0.0147,0.0271,0.0068,0.0057,0.0053,7
(((((((plt**2)) - ((hgb**2))) - ((mch**2))) * (log(abs(wbc)+1))) - (sqrt(abs(mchc)))) / (abs(sqrt(abs(rdw)))+1e-6)) + (log(abs(hct)+1)),0.5048,0.0071,0.0062,0.0802,0.0116,0.0238,0.0064,0.0057,0.0054,7
(((((((log(abs(rdw)+1)) * ((mcv**2))) - (log(abs(hgb)+1))) - (rbc)) - ((plt**2))) + (sqrt(abs(hct)))) + (log(abs(mchc)+1))) + (log(abs(mch)+1)),0.5094,0.0071,0.0084,0.0617,0.0148,0.0272,0.007,0.0059,0.0053,8
((log(abs(mcv)+1)) * ((plt**2))) + (log(abs(mchc)+1)),0.507,0.0071,0.0077,0.0617,0.0137,0.0257,0.007,0.0056,0.0053,3
((mchc) - ((plt**2))) - (wbc),0.5073,0.0071,0.0084,0.0617,0.0147,0.0271,0.0068,0.0057,0.0053,3
(((((sqrt(abs(hgb))) / (abs(mch)+1e-6)) + (sqrt(abs(wbc)))) + (log(abs(mcv)+1))) / (abs(log(abs(hct)+1))+1e-6)) + (plt),0.5075,0.0071,0.0084,0.0617,0.0147,0.0271,0.0068,0.0057,0.0053,6
(((((plt) * ((rdw**2))) - (log(abs(wbc)+1))) - (hct)) + ((rbc**2))) / (abs(sqrt(abs(hgb)))+1e-6),0.5253,0.0071,0.0061,0.5247,0.012,0.0289,0.0065,0.0061,0.0058,6
(((wbc) * ((plt**2))) + (rdw)) - (log(abs(mch)+1)),0.506,0.0071,0.0054,0.0247,0.0088,0.0144,0.0067,0.0056,0.0054,4
(((log(abs(mcv)+1)) - (log(abs(mch)+1))) - (sqrt(abs(rdw)))) - (plt),0.5078,0.0071,0.0083,0.0617,0.0147,0.027,0.0068,0.0057,0.0053,4
(((log(abs(mchc)+1)) / (abs((mch**2))+1e-6)) * (sqrt(abs(rbc)))) - ((plt**2)),0.5076,0.0071,0.0083,0.0617,0.0147,0.027,0.0068,0.0057,0.0053,4
(((log(abs(mchc)+1)) + (log(abs(wbc)+1))) - ((plt**2))) - (sqrt(abs(rbc))),0.5074,0.0071,0.0083,0.0617,0.0147,0.0271,0.007,0.0057,0.0053,4
(((sqrt(abs(wbc))) - (plt)) - ((rbc**2))) + (log(abs(hct)+1)),0.506,0.0071,0.0077,0.0617,0.0137,0.0257,0.0069,0.0059,0.0052,4
((((wbc) - (mchc)) + ((plt**2))) + (log(abs(mcv)+1))) - (log(abs(mch)+1)),0.5073,0.0071,0.0084,0.0617,0.0147,0.0271,0.0068,0.0057,0.0053,5
