formula,auc_roc,auc_pr,precision,recall,f1,f2,precision_at_recall_25,precision_at_recall_50,precision_at_recall_75,num_features
(((((((mcv**2)) / (abs(rbc)+1e-6)) / (abs(plt)+1e-6)) * (rdw)) * (log(abs(mchc)+1))) * (sqrt(abs(hgb)))) + (sqrt(abs(mch))),0.5902,0.0147,0.0152,0.4906,0.0294,0.0675,0.0171,0.0147,0.0127,7
((rbc) * ((plt**2))) + (sqrt(abs(wbc))),0.5928,0.0147,0.0149,0.4688,0.0288,0.066,0.016,0.0145,0.0129,3
((log(abs(hct)+1)) * (rdw)) * ((plt**2)),0.5988,0.0147,0.015,0.5656,0.0292,0.0678,0.0162,0.0152,0.0132,3
((plt) / (abs(sqrt(abs(mcv)))+1e-6)) * (sqrt(abs(rbc))),0.593,0.0147,0.0146,0.4688,0.0282,0.0647,0.0169,0.0145,0.0128,3
(((((((((rdw**2)) / (abs(wbc)+1e-6)) * (log(abs(hct)+1))) / (abs(log(abs(rbc)+1))+1e-6)) - (sqrt(abs(plt)))) - (log(abs(mcv)+1))) / (abs(sqrt(abs(mch)))+1e-6)) + ((mchc**2))) / (abs(log(abs(hgb)+1))+1e-6),0.6077,0.0147,0.0158,0.5219,0.0307,0.0704,0.0169,0.0161,0.0134,9
((log(abs(rbc)+1)) / (abs((plt**2))+1e-6)) / (abs((hgb**2))+1e-6),0.59,0.0147,0.0143,0.5719,0.0279,0.0651,0.0134,0.0143,0.0128,3
(((((((wbc) * (sqrt(abs(mchc)))) / (abs(sqrt(abs(rdw)))+1e-6)) + (rbc)) / (abs((hgb**2))+1e-6)) / (abs((mcv**2))+1e-6)) / (abs((plt**2))+1e-6)) * (sqrt(abs(mch))),0.5872,0.0147,0.014,0.5531,0.0273,0.0635,0.0161,0.0139,0.0126,8
(((((((plt**2)) + (sqrt(abs(wbc)))) * ((rbc**2))) + (log(abs(mcv)+1))) - ((mch**2))) / (abs(hct)+1e-6)) + ((hgb**2)),0.5926,0.0147,0.0145,0.4688,0.0281,0.0645,0.0169,0.0145,0.0128,7
(((((((sqrt(abs(plt))) - (hgb)) * ((mch**2))) - (wbc)) * (sqrt(abs(mcv)))) / (abs((mchc**2))+1e-6)) * (rdw)) * (hct),0.5998,0.0147,0.0142,0.625,0.0277,0.065,0.0156,0.0153,0.0133,8
(((((((rdw**2)) + (mcv)) - ((rbc**2))) * ((hct**2))) / (abs(mch)+1e-6)) * (wbc)) / (abs(sqrt(abs(plt)))+1e-6),0.6027,0.0147,0.0136,0.6875,0.0267,0.0632,0.017,0.0155,0.0134,7
(((((mcv) - (log(abs(mchc)+1))) / (abs(log(abs(hct)+1))+1e-6)) + (log(abs(mch)+1))) / (abs(rdw)+1e-6)) / (abs((plt**2))+1e-6),0.5995,0.0147,0.0147,0.5406,0.0286,0.0662,0.0158,0.0151,0.0134,6
((((mch) / (abs(log(abs(hgb)+1))+1e-6)) + (plt)) - (log(abs(hct)+1))) * (sqrt(abs(rbc))),0.5933,0.0147,0.0146,0.4813,0.0283,0.065,0.0159,0.0145,0.0129,5
(((((log(abs(mcv)+1)) + ((rdw**2))) / (abs(log(abs(plt)+1))+1e-6)) - (log(abs(hgb)+1))) + (sqrt(abs(mch)))) - (log(abs(wbc)+1)),0.5616,0.0147,0.0116,0.8875,0.0229,0.0552,0.0134,0.0129,0.012,6
(((mcv) + (rdw)) * (log(abs(wbc)+1))) * ((plt**2)),0.5983,0.0147,0.0151,0.525,0.0294,0.0678,0.0157,0.0155,0.0129,4
(((((wbc**2)) - ((mchc**2))) - (sqrt(abs(plt)))) - (mch)) + (sqrt(abs(hct))),0.5898,0.0147,0.0154,0.4906,0.0298,0.0683,0.0176,0.0148,0.0121,5
((((((((log(abs(rbc)+1)) + ((rdw**2))) / (abs(sqrt(abs(wbc)))+1e-6)) + ((mch**2))) / (abs(sqrt(abs(hgb)))+1e-6)) + (mchc)) * (log(abs(mcv)+1))) + (log(abs(hct)+1))) / (abs((plt**2))+1e-6),0.5952,0.0147,0.0145,0.4813,0.0281,0.0647,0.0156,0.0144,0.013,9
((((((log(abs(rdw)+1)) / (abs(hct)+1e-6)) * (log(abs(wbc)+1))) * ((plt**2))) - (sqrt(abs(mch)))) * (sqrt(abs(mcv)))) / (abs((hgb**2))+1e-6),0.6076,0.0147,0.0153,0.6219,0.0298,0.0694,0.0153,0.0154,0.0136,7
((((((((sqrt(abs(mcv))) / (abs((wbc**2))+1e-6)) - ((plt**2))) * (log(abs(rbc)+1))) + (rdw)) / (abs(log(abs(mchc)+1))+1e-6)) + (hgb)) * (log(abs(hct)+1))) / (abs(sqrt(abs(mch)))+1e-6),0.5947,0.0147,0.0148,0.4938,0.0287,0.066,0.0162,0.0147,0.0129,9
(((((((mcv) + (log(abs(mch)+1))) / (abs(rdw)+1e-6)) - (sqrt(abs(mchc)))) + (wbc)) / (abs(hct)+1e-6)) + (hgb)) / (abs(sqrt(abs(plt)))+1e-6),0.6073,0.0147,0.0149,0.6156,0.0291,0.068,0.0152,0.0159,0.0136,8
((((((((hct) + (mchc)) + (log(abs(hgb)+1))) + (sqrt(abs(wbc)))) - (sqrt(abs(rdw)))) / (abs(sqrt(abs(plt)))+1e-6)) * (sqrt(abs(rbc)))) + (sqrt(abs(mch)))) + (sqrt(abs(mcv))),0.611,0.0147,0.0149,0.6344,0.0291,0.068,0.0156,0.0161,0.0139,9
((plt**2)) / (abs((mchc**2))+1e-6),0.596,0.0147,0.0148,0.55,0.0288,0.0668,0.0157,0.0152,0.0131,2
((((sqrt(abs(hgb))) * (sqrt(abs(plt)))) * (log(abs(mchc)+1))) - ((wbc**2))) + (sqrt(abs(mcv))),0.5666,0.0147,0.0133,0.4094,0.0258,0.059,0.0167,0.0125,0.0119,5
(((plt) - (sqrt(abs(rdw)))) - (rbc)) * (sqrt(abs(hct))),0.5935,0.0147,0.0148,0.5281,0.0287,0.0664,0.0155,0.0147,0.0131,4
((((((sqrt(abs(mchc))) * (sqrt(abs(rbc)))) - (plt)) / (abs((rdw**2))+1e-6)) * (log(abs(wbc)+1))) * (sqrt(abs(hgb)))) - (log(abs(mch)+1)),0.5835,0.0147,0.0142,0.4437,0.0274,0.0628,0.0142,0.0146,0.0126,7
((((log(abs(rbc)+1)) / (abs((rdw**2))+1e-6)) * (log(abs(hgb)+1))) - (mch)) / (abs(plt)+1e-6),0.5966,0.0146,0.0145,0.5062,0.0281,0.0649,0.016,0.0146,0.013,5
(((((((((rdw**2)) + (log(abs(mcv)+1))) * (plt)) + (rbc)) * (sqrt(abs(mchc)))) * (sqrt(abs(hgb)))) / (abs(log(abs(wbc)+1))+1e-6)) + (log(abs(hct)+1))) * ((mch**2)),0.5878,0.0146,0.0135,0.6094,0.0264,0.0619,0.0171,0.0138,0.0132,9
((((((mch) / (abs((mcv**2))+1e-6)) - (sqrt(abs(hct)))) * (rbc)) + (sqrt(abs(rdw)))) + ((mchc**2))) - (hgb),0.5904,0.0146,0.014,0.5437,0.0273,0.0635,0.0159,0.0148,0.0128,7
(((((((plt) / (abs(hgb)+1e-6)) * ((hct**2))) - (log(abs(rdw)+1))) * (log(abs(mch)+1))) + ((wbc**2))) * (log(abs(mcv)+1))) / (abs(rbc)+1e-6),0.5933,0.0146,0.0149,0.5062,0.0289,0.0665,0.0166,0.0145,0.013,8
((((mchc**2)) / (abs(log(abs(mcv)+1))+1e-6)) + (mch)) - (sqrt(abs(hct))),0.5895,0.0146,0.0145,0.5219,0.0283,0.0654,0.0165,0.0146,0.0127,4
(log(abs(plt)+1)) / (abs(log(abs(hgb)+1))+1e-6),0.607,0.0146,0.0159,0.5594,0.0309,0.0714,0.015,0.0159,0.0136,2
(sqrt(abs(wbc))) + (sqrt(abs(plt))),0.5977,0.0146,0.0155,0.475,0.03,0.0686,0.0159,0.0153,0.0131,2
((((((mchc) * (sqrt(abs(rdw)))) * (hgb)) + (sqrt(abs(mcv)))) * (plt)) - (rbc)) + (log(abs(hct)+1)),0.5889,0.0146,0.0143,0.6156,0.0279,0.0654,0.0141,0.0145,0.0129,7
((((((log(abs(mchc)+1)) * ((plt**2))) + ((hgb**2))) * (log(abs(wbc)+1))) * (rbc)) / (abs(rdw)+1e-6)) - ((mcv**2)),0.5887,0.0146,0.0148,0.4156,0.0286,0.0647,0.0142,0.0146,0.0128,7
((((((((sqrt(abs(hct))) * (mch)) + (sqrt(abs(mcv)))) + ((hgb**2))) - (rbc)) - (log(abs(mchc)+1))) + ((rdw**2))) * ((plt**2))) - ((wbc**2)),0.5955,0.0146,0.0147,0.4437,0.0284,0.0648,0.0155,0.0148,0.0132,9
(((log(abs(wbc)+1)) / (abs(hgb)+1e-6)) + (plt)) / (abs(mch)+1e-6),0.5966,0.0146,0.0144,0.5062,0.0281,0.0648,0.016,0.0146,0.013,4
((((((((hct) * (mchc)) * (sqrt(abs(hgb)))) + (rbc)) - (wbc)) * (log(abs(mcv)+1))) / (abs(log(abs(mch)+1))+1e-6)) - (sqrt(abs(rdw)))) * ((plt**2)),0.5896,0.0146,0.0147,0.4594,0.0284,0.065,0.014,0.0144,0.0128,9
((((((log(abs(mchc)+1)) + (hct)) / (abs(log(abs(wbc)+1))+1e-6)) + (log(abs(rdw)+1))) + ((plt**2))) * (rbc)) * (log(abs(hgb)+1)),0.589,0.0146,0.0146,0.4625,0.0282,0.0647,0.015,0.0145,0.0128,7
((((((sqrt(abs(mch))) - (log(abs(hct)+1))) / (abs((mcv**2))+1e-6)) * ((rbc**2))) + (plt)) * (sqrt(abs(mchc)))) * (hgb),0.5876,0.0146,0.0145,0.5125,0.0281,0.065,0.0134,0.0143,0.0129,7
(((((sqrt(abs(mchc))) / (abs(sqrt(abs(rbc)))+1e-6)) * ((wbc**2))) - (plt)) + (sqrt(abs(rdw)))) * (log(abs(mcv)+1)),0.5625,0.0146,0.0148,0.3594,0.0285,0.0636,0.0173,0.0123,0.0117,6
((((((sqrt(abs(mchc))) * (rdw)) - (wbc)) - ((plt**2))) - (sqrt(abs(mch)))) * (log(abs(hgb)+1))) * (rbc),0.589,0.0146,0.0146,0.4625,0.0282,0.0647,0.015,0.0145,0.0128,7
((((((rbc**2)) - (sqrt(abs(wbc)))) * (log(abs(rdw)+1))) / (abs((mch**2))+1e-6)) + (sqrt(abs(plt)))) / (abs(sqrt(abs(mchc)))+1e-6),0.5955,0.0146,0.0149,0.475,0.0289,0.0662,0.0157,0.0152,0.013,6
(((((mchc) + ((rdw**2))) + ((plt**2))) + (sqrt(abs(hct)))) + ((rbc**2))) / (abs((wbc**2))+1e-6),0.5877,0.0146,0.0138,0.5594,0.027,0.0629,0.0183,0.014,0.0126,6
(((((((plt**2)) / (abs(sqrt(abs(mcv)))+1e-6)) - (sqrt(abs(hct)))) / (abs(hgb)+1e-6)) * (sqrt(abs(wbc)))) + (sqrt(abs(rbc)))) - (sqrt(abs(mch))),0.6012,0.0146,0.0147,0.6094,0.0288,0.0672,0.0158,0.0154,0.013,7
((((((log(abs(hgb)+1)) + ((mcv**2))) * ((plt**2))) * ((rdw**2))) / (abs(rbc)+1e-6)) / (abs(log(abs(hct)+1))+1e-6)) - (log(abs(mch)+1)),0.5987,0.0146,0.0154,0.5344,0.0298,0.0688,0.0152,0.0153,0.0132,7
(((((((((plt**2)) * (sqrt(abs(hct)))) * (log(abs(hgb)+1))) - (sqrt(abs(mcv)))) - (sqrt(abs(mch)))) / (abs(sqrt(abs(rdw)))+1e-6)) * (mchc)) * (rbc)) - (log(abs(wbc)+1)),0.5864,0.0146,0.0142,0.5781,0.0277,0.0645,0.0132,0.0146,0.0127,9
(((hct) * ((rdw**2))) + (mchc)) * (sqrt(abs(mch))),0.5726,0.0146,0.0144,0.4188,0.0279,0.0634,0.0158,0.0135,0.0123,4
((((((((log(abs(mcv)+1)) * (sqrt(abs(rbc)))) - ((mchc**2))) / (abs(log(abs(hct)+1))+1e-6)) + (sqrt(abs(rdw)))) - (log(abs(hgb)+1))) * (sqrt(abs(wbc)))) - (log(abs(mch)+1))) * (plt),0.6022,0.0146,0.0157,0.5312,0.0305,0.0702,0.0142,0.0156,0.0136,9
(((((((((plt**2)) + ((hgb**2))) * (mcv)) - ((rbc**2))) / (abs((wbc**2))+1e-6)) + (sqrt(abs(rdw)))) - (log(abs(mch)+1))) - (log(abs(mchc)+1))) - (log(abs(hct)+1)),0.587,0.0146,0.014,0.4969,0.0273,0.063,0.0176,0.0142,0.0126,9
(((((((((rdw**2)) / (abs(rbc)+1e-6)) * (sqrt(abs(hct)))) - (sqrt(abs(mcv)))) - (log(abs(mchc)+1))) / (abs(sqrt(abs(plt)))+1e-6)) * (mch)) * ((hgb**2))) * (sqrt(abs(wbc))),0.5918,0.0146,0.0134,0.6219,0.0262,0.0617,0.017,0.0147,0.0131,9
(((((((wbc) - (mch)) * (log(abs(hct)+1))) - ((rbc**2))) * (rdw)) * (mchc)) + (log(abs(mcv)+1))) * (sqrt(abs(plt))),0.586,0.0146,0.0139,0.4313,0.0268,0.0614,0.0182,0.0135,0.0128,8
(((plt) - (sqrt(abs(hct)))) * (log(abs(rbc)+1))) * (log(abs(rdw)+1)),0.595,0.0146,0.0146,0.5938,0.0286,0.0666,0.0156,0.0147,0.013,4
(((((((mch**2)) / (abs(mchc)+1e-6)) / (abs(log(abs(rdw)+1))+1e-6)) / (abs(log(abs(wbc)+1))+1e-6)) - (hgb)) / (abs(sqrt(abs(hct)))+1e-6)) / (abs(plt)+1e-6),0.6049,0.0146,0.0148,0.5563,0.0288,0.0669,0.016,0.015,0.0136,7
(((sqrt(abs(rdw))) * ((rbc**2))) + (sqrt(abs(mcv)))) + (plt),0.5907,0.0146,0.0152,0.4125,0.0294,0.0663,0.0152,0.0144,0.0128,4
(plt) / (abs(mch)+1e-6),0.5966,0.0146,0.0144,0.5062,0.0281,0.0648,0.016,0.0146,0.013,2
(((((((((plt**2)) + ((mch**2))) * (log(abs(mcv)+1))) / (abs(log(abs(mchc)+1))+1e-6)) / (abs((hgb**2))+1e-6)) / (abs((hct**2))+1e-6)) * (sqrt(abs(rdw)))) - (sqrt(abs(wbc)))) / (abs(sqrt(abs(rbc)))+1e-6),0.6015,0.0146,0.0148,0.5563,0.0288,0.0668,0.0158,0.0155,0.0134,9
(((((((plt) - (log(abs(mcv)+1))) / (abs(mch)+1e-6)) - (sqrt(abs(hct)))) + ((mchc**2))) - (rdw)) + (sqrt(abs(hgb)))) - (sqrt(abs(wbc))),0.5893,0.0146,0.0142,0.5531,0.0277,0.0644,0.0159,0.0146,0.0128,8
((((((sqrt(abs(wbc))) / (abs(mcv)+1e-6)) - (sqrt(abs(hgb)))) - (log(abs(hct)+1))) + (sqrt(abs(rbc)))) + (rdw)) * ((plt**2)),0.6006,0.0146,0.0149,0.6156,0.029,0.0678,0.0161,0.0156,0.0134,7
(((sqrt(abs(hct))) - (log(abs(mchc)+1))) + ((mcv**2))) / (abs(sqrt(abs(plt)))+1e-6),0.6007,0.0146,0.0151,0.6156,0.0296,0.0689,0.0169,0.0158,0.0134,4
(((((hct**2)) / (abs(log(abs(hgb)+1))+1e-6)) - (plt)) / (abs(wbc)+1e-6)) * (sqrt(abs(mch))),0.5948,0.0146,0.0146,0.6312,0.0284,0.0666,0.0153,0.0145,0.0133,5
((((((plt) - (mchc)) * (log(abs(hct)+1))) + (log(abs(mch)+1))) - (sqrt(abs(mcv)))) + ((hgb**2))) + (rbc),0.591,0.0146,0.0144,0.5,0.028,0.0646,0.0152,0.0147,0.0128,7
(((((log(abs(hct)+1)) + (log(abs(mch)+1))) * (sqrt(abs(mcv)))) * (log(abs(mchc)+1))) / (abs(plt)+1e-6)) / (abs(sqrt(abs(rbc)))+1e-6),0.5929,0.0146,0.0145,0.5125,0.0282,0.0651,0.0163,0.0146,0.0128,6
((sqrt(abs(rbc))) - (mchc)) / (abs(log(abs(rdw)+1))+1e-6),0.5759,0.0146,0.0139,0.4625,0.027,0.062,0.0145,0.0132,0.0123,3
((((((sqrt(abs(plt))) - (wbc)) - (log(abs(rbc)+1))) - (log(abs(mchc)+1))) / (abs((hgb**2))+1e-6)) * (sqrt(abs(rdw)))) / (abs(sqrt(abs(hct)))+1e-6),0.5862,0.0146,0.0152,0.4813,0.0294,0.0673,0.0187,0.015,0.0123,7
((((((((sqrt(abs(mch))) - (sqrt(abs(rdw)))) / (abs(wbc)+1e-6)) * (log(abs(mcv)+1))) + (hgb)) * (sqrt(abs(hct)))) * ((mchc**2))) / (abs((plt**2))+1e-6)) / (abs(log(abs(rbc)+1))+1e-6),0.5995,0.0146,0.0151,0.4594,0.0293,0.0668,0.0167,0.0156,0.0132,9
((((((sqrt(abs(rbc))) - ((rdw**2))) + (hgb)) + (log(abs(wbc)+1))) - ((plt**2))) - ((hct**2))) / (abs((mchc**2))+1e-6),0.5949,0.0146,0.0147,0.5469,0.0287,0.0664,0.0157,0.015,0.013,7
((((((hgb**2)) / (abs(mcv)+1e-6)) * ((plt**2))) + (log(abs(rdw)+1))) - (log(abs(rbc)+1))) * (mch),0.5875,0.0146,0.0144,0.5156,0.0281,0.0649,0.0134,0.0143,0.0129,6
((((((plt**2)) / (abs((rdw**2))+1e-6)) + (mch)) / (abs(log(abs(hct)+1))+1e-6)) * ((rbc**2))) + (sqrt(abs(hgb))),0.5827,0.0146,0.0145,0.5563,0.0283,0.0658,0.015,0.0145,0.0126,6
(((((plt**2)) - ((hgb**2))) * (log(abs(hct)+1))) - (mch)) * (log(abs(wbc)+1)),0.5964,0.0146,0.0154,0.5281,0.0298,0.0688,0.0156,0.0153,0.013,5
((((((((rbc) * (log(abs(mch)+1))) - (hct)) / (abs((wbc**2))+1e-6)) - ((plt**2))) / (abs(log(abs(hgb)+1))+1e-6)) * (mchc)) - ((mcv**2))) * ((rdw**2)),0.6019,0.0146,0.015,0.6156,0.0292,0.0682,0.0159,0.016,0.0133,9
((((((((log(abs(hgb)+1)) / (abs(mchc)+1e-6)) / (abs(sqrt(abs(wbc)))+1e-6)) - (sqrt(abs(mcv)))) * (log(abs(plt)+1))) * (log(abs(mch)+1))) - (log(abs(hct)+1))) + (sqrt(abs(rbc)))) / (abs(log(abs(rdw)+1))+1e-6),0.5843,0.0146,0.0121,0.8719,0.0239,0.0574,0.0153,0.0136,0.0125,9
(log(abs(hct)+1)) - (sqrt(abs(mchc))),0.6076,0.0146,0.0146,0.6562,0.0286,0.0671,0.0147,0.0161,0.0136,2
(((mch) + (plt)) / (abs(rbc)+1e-6)) / (abs(wbc)+1e-6),0.5965,0.0146,0.0141,0.5969,0.0276,0.0646,0.0184,0.0149,0.0128,4
((((((log(abs(wbc)+1)) + (sqrt(abs(rdw)))) - ((mchc**2))) - (sqrt(abs(plt)))) + (hct)) - ((rbc**2))) + (log(abs(hgb)+1)),0.5902,0.0146,0.0143,0.5375,0.0278,0.0644,0.016,0.0147,0.0128,7
((((((plt) / (abs(log(abs(mchc)+1))+1e-6)) + (sqrt(abs(mcv)))) + (sqrt(abs(wbc)))) - (hgb)) + (hct)) + (log(abs(mch)+1)),0.5906,0.0146,0.0154,0.4219,0.0297,0.0671,0.0158,0.0141,0.0131,7
(((((((sqrt(abs(mchc))) + ((plt**2))) - (sqrt(abs(wbc)))) - (sqrt(abs(mch)))) - ((hgb**2))) * (mcv)) * (hct)) - ((rdw**2)),0.5913,0.0146,0.0147,0.4281,0.0285,0.0647,0.0146,0.0143,0.0132,8
((sqrt(abs(rbc))) - (sqrt(abs(mchc)))) / (abs(sqrt(abs(rdw)))+1e-6),0.5864,0.0146,0.0133,0.6281,0.0261,0.0614,0.0167,0.0143,0.0127,3
(((mchc) - (log(abs(wbc)+1))) - (sqrt(abs(rbc)))) + (log(abs(mch)+1)),0.591,0.0146,0.0137,0.6562,0.0268,0.0631,0.0162,0.015,0.0127,4
((((((sqrt(abs(hct))) * ((plt**2))) + (sqrt(abs(mcv)))) - (mchc)) * (rdw)) + (log(abs(mch)+1))) - ((wbc**2)),0.5954,0.0146,0.0144,0.5719,0.0282,0.0656,0.016,0.0148,0.0133,7
(((((((((plt**2)) * (mch)) + ((mcv**2))) + ((mchc**2))) / (abs(sqrt(abs(hct)))+1e-6)) * (log(abs(wbc)+1))) + (hgb)) * (rdw)) * (sqrt(abs(rbc))),0.5998,0.0146,0.0156,0.5125,0.0303,0.0696,0.0152,0.0155,0.0131,9
(((((((rdw) + (log(abs(mchc)+1))) + (hgb)) * (mcv)) * ((hct**2))) / (abs(sqrt(abs(plt)))+1e-6)) - ((mch**2))) - ((wbc**2)),0.6118,0.0146,0.014,0.7781,0.0276,0.0655,0.0145,0.016,0.014,8
((((((((mch) - (sqrt(abs(rbc)))) - (sqrt(abs(mchc)))) + (sqrt(abs(hgb)))) * (log(abs(mcv)+1))) + (sqrt(abs(hct)))) / (abs(sqrt(abs(wbc)))+1e-6)) * (sqrt(abs(plt)))) / (abs(log(abs(rdw)+1))+1e-6),0.5922,0.0146,0.0137,0.6094,0.0269,0.0631,0.0164,0.0144,0.0127,9
(((hct) + (sqrt(abs(rdw)))) + (plt)) * (sqrt(abs(hgb))),0.5891,0.0146,0.0148,0.475,0.0288,0.066,0.014,0.0144,0.0127,4
((((((((sqrt(abs(mcv))) + ((plt**2))) + ((rbc**2))) * (sqrt(abs(mch)))) / (abs(hgb)+1e-6)) - (rdw)) + (hct)) * (sqrt(abs(wbc)))) / (abs(sqrt(abs(mchc)))+1e-6),0.6003,0.0146,0.015,0.5531,0.0293,0.0678,0.0153,0.0154,0.0131,9
((((mcv**2)) - (sqrt(abs(hct)))) + ((rbc**2))) / (abs(sqrt(abs(plt)))+1e-6),0.6009,0.0146,0.0152,0.6156,0.0296,0.069,0.0169,0.0158,0.0134,4
(((((((mch) - (rdw)) + (log(abs(mcv)+1))) + (log(abs(hct)+1))) + (sqrt(abs(mchc)))) - (plt)) + (sqrt(abs(wbc)))) / (abs((hgb**2))+1e-6),0.6063,0.0146,0.0147,0.6406,0.0287,0.0673,0.0152,0.016,0.0135,8
((((((mch) * (log(abs(plt)+1))) / (abs(rbc)+1e-6)) * ((mchc**2))) + (log(abs(mcv)+1))) + (sqrt(abs(hct)))) - (sqrt(abs(wbc))),0.5996,0.0146,0.0143,0.6906,0.028,0.066,0.0169,0.0143,0.0133,7
((((((mcv) / (abs(sqrt(abs(mch)))+1e-6)) + (log(abs(hct)+1))) + ((mchc**2))) / (abs((plt**2))+1e-6)) * (log(abs(rbc)+1))) / (abs(sqrt(abs(rdw)))+1e-6),0.5976,0.0146,0.015,0.5062,0.0291,0.0669,0.0163,0.0152,0.0131,7
((((((log(abs(wbc)+1)) - (plt)) + (log(abs(rdw)+1))) / (abs(log(abs(mchc)+1))+1e-6)) * (sqrt(abs(rbc)))) + (mcv)) - (sqrt(abs(mch))),0.5907,0.0146,0.0143,0.4938,0.0278,0.064,0.0165,0.0143,0.0128,7
((((((sqrt(abs(mcv))) + (sqrt(abs(wbc)))) / (abs((mchc**2))+1e-6)) + (log(abs(plt)+1))) * (mch)) + (rdw)) + (sqrt(abs(rbc))),0.5909,0.0146,0.0135,0.5781,0.0265,0.0619,0.0151,0.0138,0.0129,7
(((((((mcv**2)) / (abs((rdw**2))+1e-6)) + (plt)) * (sqrt(abs(hct)))) * ((mch**2))) / (abs((rbc**2))+1e-6)) / (abs(hgb)+1e-6),0.5981,0.0146,0.014,0.7063,0.0274,0.0648,0.0161,0.0148,0.0131,7
(((((((log(abs(mchc)+1)) * (sqrt(abs(rdw)))) - (hgb)) + (hct)) * (log(abs(mcv)+1))) + (plt)) + (log(abs(wbc)+1))) - (log(abs(rbc)+1)),0.59,0.0146,0.0149,0.3875,0.0287,0.0646,0.0151,0.0144,0.013,8
(((((((sqrt(abs(rdw))) + (hct)) - ((rbc**2))) - (sqrt(abs(wbc)))) - (log(abs(hgb)+1))) - ((plt**2))) * ((mcv**2))) / (abs((mchc**2))+1e-6),0.5933,0.0146,0.0146,0.5062,0.0284,0.0655,0.0163,0.0144,0.0129,8
(mchc) - (sqrt(abs(rbc))),0.5909,0.0146,0.0143,0.5375,0.0278,0.0645,0.0152,0.0149,0.0127,2
((((log(abs(mchc)+1)) - (mcv)) - (log(abs(hgb)+1))) / (abs(plt)+1e-6)) + (sqrt(abs(mch))),0.5944,0.0146,0.0145,0.4844,0.0282,0.0649,0.0157,0.0137,0.013,5
((((sqrt(abs(hct))) - (log(abs(rbc)+1))) * (log(abs(mch)+1))) + (mcv)) / (abs(log(abs(plt)+1))+1e-6),0.6031,0.0146,0.0146,0.6344,0.0285,0.0668,0.0179,0.0162,0.0135,5
((((((((log(abs(rbc)+1)) + (sqrt(abs(mcv)))) - ((plt**2))) * (sqrt(abs(rdw)))) + (sqrt(abs(hgb)))) + (mch)) * (log(abs(wbc)+1))) - (log(abs(hct)+1))) + (mchc),0.5977,0.0146,0.0157,0.5156,0.0305,0.07,0.016,0.0154,0.0131,9
(((((((log(abs(hgb)+1)) + (mchc)) / (abs(rdw)+1e-6)) * ((mcv**2))) - (log(abs(wbc)+1))) / (abs(log(abs(rbc)+1))+1e-6)) * (mch)) * (sqrt(abs(plt))),0.5813,0.0146,0.0139,0.4844,0.0271,0.0624,0.0161,0.013,0.0126,8
(((((((log(abs(rdw)+1)) + (plt)) - (sqrt(abs(mcv)))) - (wbc)) * (rbc)) / (abs(hct)+1e-6)) * (hgb)) + (mch),0.5895,0.0146,0.0151,0.5188,0.0294,0.0678,0.0149,0.0149,0.0129,8
(((((log(abs(hct)+1)) - ((hgb**2))) - (log(abs(mcv)+1))) + ((plt**2))) / (abs((mch**2))+1e-6)) + (sqrt(abs(wbc))),0.5962,0.0146,0.0144,0.5062,0.028,0.0646,0.0159,0.0145,0.0131,6
(((((((((rdw**2)) / (abs(sqrt(abs(hct)))+1e-6)) * ((mcv**2))) * ((hgb**2))) / (abs(sqrt(abs(wbc)))+1e-6)) - (mch)) - (log(abs(mchc)+1))) - ((rbc**2))) / (abs(plt)+1e-6),0.5949,0.0146,0.0144,0.5906,0.0281,0.0656,0.0162,0.015,0.0129,9
(((((sqrt(abs(mch))) * (rbc)) / (abs(log(abs(hct)+1))+1e-6)) * (rdw)) * ((plt**2))) + ((mchc**2)),0.5948,0.0146,0.0143,0.5687,0.0279,0.065,0.0155,0.0149,0.0132,6
(((((rdw**2)) - (sqrt(abs(mcv)))) - ((rbc**2))) / (abs((mchc**2))+1e-6)) + (log(abs(plt)+1)),0.599,0.0146,0.015,0.5594,0.0292,0.0676,0.0158,0.015,0.0132,5
(((((((((hct**2)) * (log(abs(mch)+1))) * (hgb)) * (sqrt(abs(mchc)))) * ((plt**2))) + (log(abs(rdw)+1))) / (abs(rbc)+1e-6)) / (abs(sqrt(abs(wbc)))+1e-6)) + ((mcv**2)),0.5867,0.0146,0.0147,0.2844,0.028,0.0609,0.0154,0.014,0.0128,9
(((((((sqrt(abs(wbc))) + ((hgb**2))) - (log(abs(rbc)+1))) + ((mcv**2))) / (abs(sqrt(abs(mchc)))+1e-6)) + (rdw)) * (plt)) - ((hct**2)),0.5927,0.0146,0.0145,0.45,0.0281,0.0642,0.0161,0.0142,0.0129,8
(((((((rdw) + (sqrt(abs(hgb)))) * (log(abs(mchc)+1))) - (log(abs(rbc)+1))) * ((plt**2))) / (abs(mch)+1e-6)) + (log(abs(hct)+1))) / (abs(log(abs(mcv)+1))+1e-6),0.5986,0.0146,0.0145,0.5094,0.0283,0.0653,0.0159,0.0149,0.0132,8
((((((((log(abs(mch)+1)) - (hct)) - (log(abs(wbc)+1))) - ((rbc**2))) + (plt)) * (rdw)) + ((mchc**2))) + (sqrt(abs(mcv)))) / (abs(hgb)+1e-6),0.609,0.0146,0.0148,0.6562,0.029,0.0681,0.015,0.0157,0.0141,9
