formula,auc_roc,auc_pr,precision,recall,f1,f2,precision_at_recall_25,precision_at_recall_50,precision_at_recall_75,num_features
(log(abs(mch)+1)) / (abs(sqrt(abs(plt)))+1e-6),0.5725,0.0059,0.0059,0.2593,0.0115,0.027,0.0059,0.0041,0.0036,2
((((((((((sqrt(abs(mono_pct))) - (log(abs(wbc)+1))) / (abs(sqrt(abs(neut_pct)))+1e-6)) / (abs(log(abs(rbc)+1))+1e-6)) * (eos_pct)) + (sqrt(abs(hgb)))) + (sqrt(abs(mchc)))) + ((plt**2))) + (rdw)) / (abs(hct)+1e-6)) * (log(abs(mch)+1)),0.5769,0.0059,0.0054,0.2963,0.0106,0.0251,0.0057,0.0042,0.0034,11
((log(abs(baso_pct)+1)) + (sqrt(abs(neut_pct)))) * ((plt**2)),0.5644,0.0059,0.0066,0.3333,0.0129,0.0305,0.0069,0.0043,0.0035,3
((((((eos_pct**2)) * (log(abs(rbc)+1))) * (sqrt(abs(mch)))) - (sqrt(abs(mcv)))) * (log(abs(mono_pct)+1))) + ((hgb**2)),0.6289,0.0059,0.0057,0.5926,0.0113,0.0276,0.0064,0.0058,0.0039,6
(((((((((log(abs(mchc)+1)) * (sqrt(abs(eos_pct)))) * ((hct**2))) + ((lym_pct**2))) + (log(abs(rbc)+1))) + (sqrt(abs(plt)))) / (abs((hgb**2))+1e-6)) / (abs((mono_pct**2))+1e-6)) * ((wbc**2))) - (sqrt(abs(rdw))),0.5745,0.0059,0.0046,0.6667,0.0092,0.0224,0.0038,0.0043,0.0039,10
((sqrt(abs(lym_pct))) - ((mono_pct**2))) * (log(abs(rdw)+1)),0.6242,0.0059,0.0055,0.7037,0.0108,0.0265,0.0063,0.0054,0.0046,3
(log(abs(rbc)+1)) / (abs((mono_pct**2))+1e-6),0.6202,0.0059,0.005,0.7407,0.0099,0.0242,0.006,0.0052,0.005,2
((sqrt(abs(mono_pct))) / (abs((eos_pct**2))+1e-6)) + (neut_pct),0.5148,0.0059,0.0034,0.4074,0.0067,0.0164,0.0033,0.0034,0.0035,3
((((neut_pct) / (abs(wbc)+1e-6)) / (abs((mono_pct**2))+1e-6)) - ((eos_pct**2))) / (abs(sqrt(abs(baso_pct)))+1e-6),0.6219,0.0059,0.0051,0.4074,0.0101,0.0243,0.0063,0.0057,0.0043,5
((((((((((lym_pct) / (abs((hct**2))+1e-6)) / (abs(log(abs(rdw)+1))+1e-6)) + ((eos_pct**2))) - (neut_pct)) / (abs(hgb)+1e-6)) / (abs((mcv**2))+1e-6)) / (abs(log(abs(baso_pct)+1))+1e-6)) / (abs(mch)+1e-6)) / (abs((mono_pct**2))+1e-6)) / (abs(plt)+1e-6),0.6163,0.0059,0.0051,0.6667,0.0102,0.0248,0.0074,0.0048,0.004,11
((((((((((((log(abs(hct)+1)) + ((baso_pct**2))) / (abs(log(abs(mch)+1))+1e-6)) * (log(abs(wbc)+1))) * (sqrt(abs(mchc)))) + (sqrt(abs(rbc)))) / (abs(sqrt(abs(eos_pct)))+1e-6)) - (sqrt(abs(mcv)))) - (log(abs(plt)+1))) + ((mono_pct**2))) - (sqrt(abs(lym_pct)))) + (hgb)) / (abs(rdw)+1e-6),0.6077,0.0059,0.0043,0.6296,0.0086,0.021,0.0071,0.0056,0.0039,13
(sqrt(abs(neut_pct))) + (sqrt(abs(plt))),0.5622,0.0059,0.0046,0.4444,0.009,0.022,0.0078,0.0041,0.0035,2
((log(abs(mch)+1)) + (baso_pct)) / (abs(plt)+1e-6),0.5704,0.0059,0.0054,0.3704,0.0106,0.0255,0.0064,0.004,0.0035,3
((log(abs(plt)+1)) / (abs(mcv)+1e-6)) - (log(abs(mono_pct)+1)),0.622,0.0059,0.0054,0.7037,0.0107,0.0262,0.0063,0.0054,0.0048,3
((((((log(abs(mch)+1)) - (sqrt(abs(lym_pct)))) - (sqrt(abs(hct)))) + ((wbc**2))) + (sqrt(abs(neut_pct)))) + ((mono_pct**2))) / (abs(log(abs(baso_pct)+1))+1e-6),0.5383,0.0059,0.0055,0.2963,0.0108,0.0256,0.0086,0.0038,0.0032,7
((((((((((((((mch**2)) / (abs(sqrt(abs(wbc)))+1e-6)) - (log(abs(mcv)+1))) / (abs(sqrt(abs(mono_pct)))+1e-6)) / (abs(log(abs(neut_pct)+1))+1e-6)) - (rbc)) - (rdw)) - ((baso_pct**2))) + (hgb)) + (sqrt(abs(mchc)))) - (eos_pct)) + ((lym_pct**2))) - (log(abs(plt)+1))) * (log(abs(hct)+1)),0.5573,0.0059,0.005,0.1852,0.0098,0.0227,0.0047,0.0035,0.0039,14
(((mcv) + (log(abs(mch)+1))) + ((wbc**2))) - (rbc),0.5403,0.0059,0.0079,0.2593,0.0153,0.035,0.0065,0.0037,0.0032,4
((((((((log(abs(rdw)+1)) + (log(abs(mcv)+1))) - (hgb)) - (log(abs(mchc)+1))) * (log(abs(eos_pct)+1))) / (abs(sqrt(abs(neut_pct)))+1e-6)) / (abs(log(abs(mch)+1))+1e-6)) / (abs(log(abs(wbc)+1))+1e-6)) - (mono_pct),0.621,0.0059,0.0052,0.7037,0.0103,0.0252,0.0059,0.0055,0.0049,9
(((log(abs(mchc)+1)) / (abs(sqrt(abs(neut_pct)))+1e-6)) / (abs((eos_pct**2))+1e-6)) * (sqrt(abs(plt))),0.5732,0.0059,0.0041,0.8889,0.0082,0.0203,0.0037,0.0042,0.0043,4
((((((((neut_pct) + ((plt**2))) + ((mono_pct**2))) + (sqrt(abs(lym_pct)))) - (log(abs(hct)+1))) / (abs((mch**2))+1e-6)) - (mchc)) * (log(abs(baso_pct)+1))) * (log(abs(mcv)+1)),0.5788,0.0059,0.0058,0.4444,0.0114,0.0274,0.0061,0.0041,0.0035,9
(((((mchc**2)) + (log(abs(wbc)+1))) / (abs(mcv)+1e-6)) - (log(abs(mono_pct)+1))) - (rbc),0.6147,0.0059,0.004,0.7407,0.008,0.0196,0.0064,0.005,0.0043,5
((((((((((((sqrt(abs(mch))) * (baso_pct)) + ((neut_pct**2))) * (sqrt(abs(lym_pct)))) / (abs(sqrt(abs(mcv)))+1e-6)) * (wbc)) / (abs(log(abs(hct)+1))+1e-6)) / (abs(log(abs(rbc)+1))+1e-6)) * (rdw)) / (abs((mono_pct**2))+1e-6)) * (log(abs(plt)+1))) + (eos_pct)) + (log(abs(mchc)+1)),0.6238,0.0059,0.0058,0.5556,0.0114,0.0277,0.0059,0.0058,0.0041,13
((((mono_pct) * (mcv)) / (abs(baso_pct)+1e-6)) + (hgb)) - (log(abs(neut_pct)+1)),0.5849,0.0059,0.0045,0.4074,0.0089,0.0216,0.0062,0.0049,0.0039,5
((((((((mcv**2)) - (log(abs(baso_pct)+1))) + (log(abs(mono_pct)+1))) / (abs(log(abs(mch)+1))+1e-6)) + (hgb)) + (sqrt(abs(mchc)))) * (neut_pct)) - (lym_pct),0.5603,0.0059,0.0058,0.2963,0.0114,0.027,0.0051,0.004,0.0033,8
((mono_pct**2)) * (mch),0.6268,0.0059,0.0048,0.7407,0.0096,0.0234,0.007,0.0065,0.0048,2
(sqrt(abs(hgb))) + (log(abs(neut_pct)+1)),0.5598,0.0059,0.0039,0.7778,0.0079,0.0194,0.0039,0.0044,0.004,2
(((mono_pct**2)) / (abs(log(abs(plt)+1))+1e-6)) / (abs(sqrt(abs(neut_pct)))+1e-6),0.6281,0.0059,0.0044,0.7407,0.0087,0.0215,0.0055,0.0057,0.0047,3
(((((((((mono_pct**2)) + (log(abs(mchc)+1))) * ((rdw**2))) + (log(abs(hct)+1))) - (baso_pct)) + (sqrt(abs(rbc)))) / (abs(wbc)+1e-6)) - (log(abs(eos_pct)+1))) + ((plt**2)),0.5824,0.0059,0.0082,0.2963,0.016,0.0369,0.0066,0.0043,0.0036,9
((mono_pct**2)) * (sqrt(abs(hgb))),0.6214,0.0059,0.005,0.7407,0.01,0.0246,0.0065,0.0057,0.0049,2
((((((((((((sqrt(abs(baso_pct))) - (sqrt(abs(hct)))) * (sqrt(abs(rdw)))) - ((mono_pct**2))) + ((hgb**2))) / (abs((mch**2))+1e-6)) + ((lym_pct**2))) * ((wbc**2))) / (abs(eos_pct)+1e-6)) - (rbc)) - (sqrt(abs(mchc)))) - ((plt**2))) * (sqrt(abs(neut_pct))),0.579,0.0059,0.0082,0.4074,0.016,0.0379,0.0072,0.0041,0.0035,13
((((hct) * (neut_pct)) + (sqrt(abs(rbc)))) / (abs(mchc)+1e-6)) * (mono_pct),0.6134,0.0059,0.005,0.6667,0.0099,0.0242,0.007,0.0053,0.0046,5
(((log(abs(rdw)+1)) * (sqrt(abs(lym_pct)))) + ((eos_pct**2))) / (abs((mono_pct**2))+1e-6),0.6011,0.0059,0.0043,0.7037,0.0086,0.0211,0.0058,0.005,0.0047,4
((((((eos_pct**2)) + (log(abs(neut_pct)+1))) - (log(abs(baso_pct)+1))) * (log(abs(hgb)+1))) * (log(abs(mch)+1))) * (mono_pct),0.6351,0.0059,0.0055,0.5185,0.0108,0.0263,0.0048,0.0066,0.0038,6
((((((((((sqrt(abs(mch))) - (sqrt(abs(mcv)))) + (sqrt(abs(lym_pct)))) - ((baso_pct**2))) / (abs((neut_pct**2))+1e-6)) / (abs(log(abs(hct)+1))+1e-6)) + ((rbc**2))) / (abs(sqrt(abs(plt)))+1e-6)) / (abs(sqrt(abs(mchc)))+1e-6)) - (log(abs(wbc)+1))) - (mono_pct),0.6228,0.0059,0.0053,0.6296,0.0104,0.0255,0.0073,0.0057,0.0048,11
(log(abs(neut_pct)+1)) * (sqrt(abs(mch))),0.5657,0.0059,0.0055,0.2963,0.0108,0.0256,0.0047,0.0037,0.0036,2
(sqrt(abs(plt))) + (sqrt(abs(neut_pct))),0.5622,0.0059,0.0046,0.4444,0.009,0.022,0.0078,0.0041,0.0035,2
((((((((((mono_pct**2)) * (neut_pct)) + (eos_pct)) + (sqrt(abs(rbc)))) - ((plt**2))) - (sqrt(abs(rdw)))) + ((wbc**2))) + ((mch**2))) / (abs(log(abs(hct)+1))+1e-6)) + (baso_pct),0.5642,0.0059,0.0065,0.2593,0.0126,0.0294,0.007,0.0043,0.0032,10
((log(abs(mono_pct)+1)) * (mcv)) / (abs(sqrt(abs(rbc)))+1e-6),0.6394,0.0059,0.0042,0.8148,0.0083,0.0205,0.0064,0.0051,0.0043,3
(((rbc**2)) / (abs((hgb**2))+1e-6)) - (mono_pct),0.6208,0.0059,0.0054,0.7037,0.0107,0.026,0.0065,0.0055,0.0048,3
(((((((((sqrt(abs(rdw))) - (lym_pct)) / (abs(log(abs(mcv)+1))+1e-6)) * (sqrt(abs(baso_pct)))) + (mch)) / (abs((mchc**2))+1e-6)) * (sqrt(abs(neut_pct)))) / (abs(log(abs(rbc)+1))+1e-6)) * (log(abs(hct)+1))) * ((hgb**2)),0.6126,0.0059,0.0042,0.7037,0.0084,0.0207,0.0049,0.0054,0.0037,10
((((neut_pct) / (abs(log(abs(eos_pct)+1))+1e-6)) + (log(abs(hgb)+1))) * (log(abs(lym_pct)+1))) + (rdw),0.5909,0.0059,0.0039,0.7037,0.0079,0.0193,0.0058,0.0037,0.0039,5
(((((((((((((rbc**2)) / (abs((hgb**2))+1e-6)) + ((mono_pct**2))) * ((mchc**2))) - ((hct**2))) + (log(abs(rdw)+1))) + (mcv)) * (log(abs(plt)+1))) / (abs(mch)+1e-6)) + ((eos_pct**2))) + (log(abs(neut_pct)+1))) - ((wbc**2))) + (lym_pct),0.5992,0.0059,0.0049,0.6296,0.0096,0.0235,0.0057,0.0053,0.0046,13
(sqrt(abs(plt))) - (sqrt(abs(mch))),0.5696,0.0059,0.0064,0.2593,0.0124,0.029,0.0064,0.0041,0.0036,2
((((((log(abs(plt)+1)) / (abs(rbc)+1e-6)) - (log(abs(mch)+1))) + (log(abs(hct)+1))) - (log(abs(hgb)+1))) - (sqrt(abs(rdw)))) / (abs(baso_pct)+1e-6),0.5158,0.0059,0.0037,0.4815,0.0073,0.0177,0.0034,0.004,0.0032,7
((((mchc) * (hct)) * (log(abs(eos_pct)+1))) + (sqrt(abs(rbc)))) * (sqrt(abs(mono_pct))),0.6321,0.0059,0.0056,0.7407,0.0111,0.0271,0.0048,0.0054,0.0042,5
((((((plt) - ((mcv**2))) + (lym_pct)) - (baso_pct)) - (rdw)) - (sqrt(abs(neut_pct)))) / (abs(sqrt(abs(mch)))+1e-6),0.6251,0.0059,0.0048,0.6296,0.0094,0.0231,0.0055,0.0051,0.0038,7
((((((((((((((rbc**2)) - (sqrt(abs(eos_pct)))) + (log(abs(lym_pct)+1))) + (sqrt(abs(mcv)))) + (sqrt(abs(hgb)))) * (baso_pct)) * ((mchc**2))) - ((mono_pct**2))) * (log(abs(mch)+1))) / (abs(sqrt(abs(wbc)))+1e-6)) * ((rdw**2))) * (log(abs(plt)+1))) - (sqrt(abs(hct)))) - (sqrt(abs(neut_pct))),0.5116,0.0059,0.003,0.6667,0.006,0.0149,0.0046,0.0038,0.0032,14
((((((((log(abs(hgb)+1)) * (log(abs(hct)+1))) / (abs(log(abs(lym_pct)+1))+1e-6)) / (abs(sqrt(abs(wbc)))+1e-6)) - ((baso_pct**2))) + (sqrt(abs(neut_pct)))) * (log(abs(eos_pct)+1))) + (log(abs(mono_pct)+1))) * (mcv),0.6113,0.0059,0.0043,0.9259,0.0087,0.0213,0.0037,0.0046,0.0042,9
(((((((((log(abs(lym_pct)+1)) / (abs(sqrt(abs(wbc)))+1e-6)) + (log(abs(rbc)+1))) / (abs(sqrt(abs(baso_pct)))+1e-6)) - (sqrt(abs(eos_pct)))) + ((rdw**2))) * (sqrt(abs(plt)))) / (abs(sqrt(abs(neut_pct)))+1e-6)) * (log(abs(mchc)+1))) / (abs((hct**2))+1e-6),0.5828,0.0059,0.0041,0.7778,0.0081,0.0201,0.0043,0.004,0.0044,10
((mchc) * ((mono_pct**2))) + (log(abs(mch)+1)),0.6197,0.0059,0.0052,0.7037,0.0103,0.0253,0.0058,0.0055,0.0049,3
(((((((((((mchc**2)) / (abs(log(abs(hgb)+1))+1e-6)) / (abs((baso_pct**2))+1e-6)) - (log(abs(eos_pct)+1))) * (sqrt(abs(hct)))) + (log(abs(rbc)+1))) * (log(abs(lym_pct)+1))) / (abs(neut_pct)+1e-6)) / (abs((mch**2))+1e-6)) - ((rdw**2))) + (plt),0.5608,0.0059,0.0046,0.4444,0.0091,0.022,0.0046,0.0042,0.0036,11
(((hct) - (plt)) - (eos_pct)) + (hgb),0.5691,0.0058,0.0063,0.2963,0.0124,0.0292,0.0064,0.0042,0.0034,4
(((((sqrt(abs(hct))) / (abs(mono_pct)+1e-6)) - (log(abs(mcv)+1))) - (log(abs(rbc)+1))) / (abs((plt**2))+1e-6)) / (abs(wbc)+1e-6),0.5444,0.0058,0.0056,0.2963,0.011,0.0261,0.0054,0.0035,0.0037,6
(log(abs(eos_pct)+1)) * ((mono_pct**2)),0.6244,0.0058,0.0052,0.5926,0.0103,0.0251,0.0045,0.0057,0.0044,2
(sqrt(abs(rdw))) - ((wbc**2)),0.5232,0.0058,0.0048,0.2593,0.0094,0.0223,0.005,0.0032,0.0033,2
((((((((lym_pct**2)) - (log(abs(mcv)+1))) / (abs(log(abs(baso_pct)+1))+1e-6)) / (abs(hct)+1e-6)) - ((plt**2))) - ((wbc**2))) * ((mchc**2))) + (eos_pct),0.5653,0.0058,0.0058,0.2963,0.0114,0.0269,0.0076,0.0041,0.0033,8
((((log(abs(mcv)+1)) * (log(abs(neut_pct)+1))) / (abs(log(abs(rbc)+1))+1e-6)) / (abs(mono_pct)+1e-6)) + (baso_pct),0.6147,0.0058,0.0052,0.7037,0.0103,0.0251,0.0059,0.0058,0.0046,5
((((((((((sqrt(abs(rbc))) / (abs(sqrt(abs(mcv)))+1e-6)) * (log(abs(wbc)+1))) * (lym_pct)) + ((hct**2))) - ((mch**2))) + ((eos_pct**2))) / (abs((baso_pct**2))+1e-6)) - (sqrt(abs(mono_pct)))) * (neut_pct)) - (hgb),0.5679,0.0058,0.0045,0.3704,0.0089,0.0214,0.0056,0.0042,0.0036,11
((((((((mcv) * ((eos_pct**2))) / (abs((hgb**2))+1e-6)) + (log(abs(hct)+1))) - ((neut_pct**2))) * (mch)) + (sqrt(abs(baso_pct)))) - (mchc)) + ((rdw**2)),0.5162,0.0058,0.0035,0.1852,0.0069,0.0164,0.0045,0.0032,0.0036,9
(((((((((baso_pct) / (abs(log(abs(plt)+1))+1e-6)) / (abs(wbc)+1e-6)) + ((mchc**2))) * (sqrt(abs(hct)))) / (abs(sqrt(abs(rdw)))+1e-6)) - (log(abs(mch)+1))) - (mcv)) * ((neut_pct**2))) - (log(abs(hgb)+1)),0.5219,0.0058,0.0034,0.9259,0.0067,0.0167,0.0029,0.0032,0.0037,10
(sqrt(abs(mch))) + (log(abs(neut_pct)+1)),0.5763,0.0058,0.0054,0.5185,0.0107,0.0259,0.0049,0.0038,0.0036,2
(((((hgb) + (mchc)) + (sqrt(abs(hct)))) - (sqrt(abs(eos_pct)))) + (sqrt(abs(wbc)))) / (abs((plt**2))+1e-6),0.5687,0.0058,0.0061,0.2963,0.0119,0.0281,0.006,0.0041,0.0034,6
(((((log(abs(rdw)+1)) * (plt)) * (lym_pct)) / (abs((wbc**2))+1e-6)) + ((hgb**2))) - (baso_pct),0.5232,0.0058,0.0071,0.2222,0.0138,0.0316,0.0046,0.003,0.0036,6
(((((((((((((hgb**2)) / (abs(sqrt(abs(mchc)))+1e-6)) / (abs((rbc**2))+1e-6)) / (abs((rdw**2))+1e-6)) + (sqrt(abs(eos_pct)))) * ((mch**2))) / (abs((hct**2))+1e-6)) / (abs(sqrt(abs(lym_pct)))+1e-6)) + ((neut_pct**2))) + (sqrt(abs(mcv)))) - ((plt**2))) / (abs(log(abs(baso_pct)+1))+1e-6)) - (sqrt(abs(mono_pct))),0.5701,0.0058,0.0066,0.2963,0.0128,0.0301,0.0074,0.0037,0.0035,13
(log(abs(mono_pct)+1)) / (abs(log(abs(baso_pct)+1))+1e-6),0.6187,0.0058,0.0055,0.6667,0.0108,0.0265,0.0082,0.005,0.004,2
((((((((((((((baso_pct**2)) + (log(abs(hgb)+1))) + (log(abs(rbc)+1))) + ((lym_pct**2))) + (log(abs(plt)+1))) * ((eos_pct**2))) / (abs((mono_pct**2))+1e-6)) / (abs(log(abs(wbc)+1))+1e-6)) / (abs(log(abs(neut_pct)+1))+1e-6)) + ((rdw**2))) + ((mch**2))) + (sqrt(abs(mcv)))) + (log(abs(hct)+1))) - (log(abs(mchc)+1)),0.575,0.0058,0.0055,0.037,0.0096,0.0172,0.005,0.0036,0.0035,14
((((((((((log(abs(mcv)+1)) - (log(abs(plt)+1))) + (log(abs(rbc)+1))) * ((mchc**2))) / (abs(sqrt(abs(baso_pct)))+1e-6)) - (sqrt(abs(hgb)))) - (sqrt(abs(eos_pct)))) - (sqrt(abs(mono_pct)))) - (log(abs(hct)+1))) - (log(abs(wbc)+1))) / (abs(neut_pct)+1e-6),0.5531,0.0058,0.0057,0.4444,0.0112,0.0271,0.0065,0.0035,0.0031,11
((((((((((neut_pct) * (log(abs(baso_pct)+1))) + (sqrt(abs(mcv)))) / (abs((mchc**2))+1e-6)) * (log(abs(hct)+1))) - (plt)) / (abs(log(abs(mch)+1))+1e-6)) / (abs(hgb)+1e-6)) + ((rbc**2))) / (abs(log(abs(rdw)+1))+1e-6)) / (abs(sqrt(abs(lym_pct)))+1e-6),0.6063,0.0058,0.0047,0.5556,0.0094,0.0228,0.0033,0.0047,0.0044,11
(((mcv) / (abs(log(abs(hct)+1))+1e-6)) - ((mchc**2))) / (abs(plt)+1e-6),0.5595,0.0058,0.0047,0.4444,0.0093,0.0225,0.0062,0.0039,0.0035,4
((((((((((((((lym_pct**2)) - ((mch**2))) - ((hct**2))) / (abs(sqrt(abs(wbc)))+1e-6)) / (abs(sqrt(abs(mcv)))+1e-6)) + ((hgb**2))) - ((mono_pct**2))) / (abs((rdw**2))+1e-6)) - (sqrt(abs(mchc)))) / (abs(sqrt(abs(neut_pct)))+1e-6)) / (abs((plt**2))+1e-6)) / (abs(log(abs(eos_pct)+1))+1e-6)) + (sqrt(abs(baso_pct)))) * ((rbc**2)),0.5257,0.0058,0.0035,0.4444,0.007,0.0171,0.0042,0.004,0.0032,14
(((((((((((((sqrt(abs(hct))) / (abs(mchc)+1e-6)) - (log(abs(rdw)+1))) + ((mono_pct**2))) - (log(abs(hgb)+1))) / (abs(log(abs(mcv)+1))+1e-6)) + ((neut_pct**2))) / (abs((mch**2))+1e-6)) * (sqrt(abs(wbc)))) + (log(abs(lym_pct)+1))) - (baso_pct)) - ((eos_pct**2))) - ((plt**2))) / (abs(sqrt(abs(rbc)))+1e-6),0.5679,0.0058,0.0069,0.2593,0.0134,0.0311,0.0073,0.004,0.0033,14
(((((((log(abs(baso_pct)+1)) * ((eos_pct**2))) - (log(abs(rdw)+1))) / (abs(neut_pct)+1e-6)) / (abs((wbc**2))+1e-6)) / (abs((mcv**2))+1e-6)) * (sqrt(abs(mch)))) * (log(abs(mono_pct)+1)),0.5952,0.0058,0.0036,0.6667,0.0072,0.0177,0.0058,0.0041,0.004,8
(((((((log(abs(mcv)+1)) + (sqrt(abs(lym_pct)))) + (plt)) - (baso_pct)) - (log(abs(wbc)+1))) * ((mchc**2))) / (abs(sqrt(abs(neut_pct)))+1e-6)) / (abs(hct)+1e-6),0.6211,0.0058,0.0066,0.4074,0.0131,0.0312,0.0076,0.005,0.0035,8
(((sqrt(abs(plt))) + (hct)) * (sqrt(abs(mono_pct)))) - ((rbc**2)),0.602,0.0058,0.0045,0.7407,0.009,0.0222,0.0061,0.0047,0.0046,4
(((log(abs(mch)+1)) / (abs(sqrt(abs(mchc)))+1e-6)) - ((mono_pct**2))) / (abs((rdw**2))+1e-6),0.6194,0.0058,0.0047,0.7037,0.0093,0.0229,0.004,0.0057,0.0047,4
((((((((((mono_pct**2)) * ((rdw**2))) + (log(abs(plt)+1))) + (log(abs(hgb)+1))) - (baso_pct)) + (lym_pct)) / (abs(hct)+1e-6)) + (log(abs(mch)+1))) / (abs(log(abs(rbc)+1))+1e-6)) / (abs(log(abs(mchc)+1))+1e-6),0.5968,0.0058,0.0042,0.4815,0.0084,0.0204,0.0049,0.0045,0.0045,10
(((((((((sqrt(abs(hct))) + (sqrt(abs(hgb)))) / (abs(log(abs(rbc)+1))+1e-6)) + (sqrt(abs(baso_pct)))) / (abs(log(abs(neut_pct)+1))+1e-6)) / (abs((lym_pct**2))+1e-6)) * (log(abs(wbc)+1))) - ((plt**2))) + (sqrt(abs(rdw)))) / (abs(log(abs(mch)+1))+1e-6),0.5676,0.0058,0.007,0.2593,0.0136,0.0316,0.006,0.0041,0.0034,10
(sqrt(abs(mchc))) - (log(abs(plt)+1)),0.5569,0.0058,0.0051,0.4444,0.0101,0.0245,0.0064,0.004,0.0035,2
(((((((mchc) / (abs(sqrt(abs(eos_pct)))+1e-6)) - (hgb)) * ((rdw**2))) / (abs(plt)+1e-6)) - ((hct**2))) / (abs(mch)+1e-6)) + ((rbc**2)),0.5506,0.0058,0.0036,0.8148,0.0072,0.0178,0.0035,0.0038,0.004,8
((((((((eos_pct**2)) * (sqrt(abs(mcv)))) / (abs(rdw)+1e-6)) - (mch)) / (abs((mchc**2))+1e-6)) / (abs(neut_pct)+1e-6)) * (log(abs(lym_pct)+1))) - (log(abs(mono_pct)+1)),0.6187,0.0058,0.0054,0.7037,0.0107,0.0262,0.0065,0.0055,0.0049,8
((((sqrt(abs(wbc))) / (abs(sqrt(abs(eos_pct)))+1e-6)) * ((mch**2))) / (abs(sqrt(abs(mchc)))+1e-6)) - (sqrt(abs(baso_pct))),0.5335,0.0058,0.0035,0.7037,0.007,0.0171,0.0026,0.0035,0.0035,5
((neut_pct**2)) * ((hct**2)),0.5504,0.0058,0.0041,0.5926,0.0082,0.0202,0.0038,0.0039,0.0037,2
(log(abs(mono_pct)+1)) / (abs(log(abs(rbc)+1))+1e-6),0.6187,0.0058,0.0045,0.7778,0.009,0.0222,0.0048,0.0057,0.0045,2
((((rbc) - (sqrt(abs(neut_pct)))) - (log(abs(baso_pct)+1))) + (wbc)) * (sqrt(abs(mono_pct))),0.5726,0.0058,0.0043,0.5185,0.0086,0.021,0.0039,0.0047,0.0035,5
(((((((((((((log(abs(lym_pct)+1)) * (mch)) / (abs(log(abs(baso_pct)+1))+1e-6)) / (abs(rbc)+1e-6)) + (sqrt(abs(hgb)))) + (sqrt(abs(plt)))) - (sqrt(abs(neut_pct)))) / (abs(log(abs(hct)+1))+1e-6)) + (mono_pct)) / (abs(rdw)+1e-6)) * (wbc)) - (sqrt(abs(mchc)))) + ((mcv**2))) + (eos_pct),0.6193,0.0058,0.004,0.7778,0.0079,0.0194,0.0059,0.0046,0.004,14
((((mchc) / (abs(log(abs(rbc)+1))+1e-6)) / (abs(rdw)+1e-6)) - (plt)) + (wbc),0.568,0.0058,0.0076,0.2593,0.0148,0.034,0.0068,0.0039,0.0035,5
((log(abs(neut_pct)+1)) + (log(abs(hgb)+1))) + (sqrt(abs(plt))),0.5612,0.0058,0.006,0.3333,0.0119,0.0282,0.007,0.0042,0.0034,3
(((eos_pct) + (sqrt(abs(hct)))) + (sqrt(abs(mono_pct)))) - (plt),0.5665,0.0058,0.0073,0.2593,0.0142,0.0328,0.0063,0.0042,0.0034,4
((((((((((rdw**2)) / (abs(log(abs(hct)+1))+1e-6)) + (log(abs(rbc)+1))) / (abs((mch**2))+1e-6)) / (abs(sqrt(abs(mchc)))+1e-6)) / (abs(sqrt(abs(mcv)))+1e-6)) + ((baso_pct**2))) + ((lym_pct**2))) * (eos_pct)) + (sqrt(abs(wbc))),0.5287,0.0058,0.0036,0.4444,0.0071,0.0174,0.0033,0.0038,0.0036,10
(((((((((((((mch**2)) - (log(abs(baso_pct)+1))) - (sqrt(abs(hgb)))) * (rdw)) * (log(abs(wbc)+1))) + (log(abs(eos_pct)+1))) + ((hct**2))) - (lym_pct)) - (mono_pct)) / (abs(sqrt(abs(rbc)))+1e-6)) - ((plt**2))) + (log(abs(neut_pct)+1))) + (log(abs(mchc)+1)),0.5703,0.0058,0.0072,0.2593,0.0139,0.0322,0.0069,0.0039,0.0035,13
(((plt) - (log(abs(baso_pct)+1))) + (neut_pct)) + (mono_pct),0.5622,0.0058,0.0065,0.3333,0.0128,0.0303,0.0067,0.0042,0.0035,4
((((((((sqrt(abs(hgb))) / (abs((mch**2))+1e-6)) / (abs(sqrt(abs(mcv)))+1e-6)) - ((plt**2))) / (abs(wbc)+1e-6)) + ((rdw**2))) - ((hct**2))) * (sqrt(abs(lym_pct)))) / (abs(eos_pct)+1e-6),0.5978,0.0058,0.0041,0.7037,0.0082,0.0201,0.0061,0.0052,0.0038,9
((((sqrt(abs(neut_pct))) - ((mono_pct**2))) * (log(abs(rdw)+1))) / (abs(baso_pct)+1e-6)) * (sqrt(abs(eos_pct))),0.6412,0.0058,0.005,0.7037,0.0099,0.0242,0.0037,0.006,0.0051,5
((((((((((sqrt(abs(mch))) + (sqrt(abs(lym_pct)))) - ((plt**2))) + (mcv)) + ((baso_pct**2))) / (abs(eos_pct)+1e-6)) / (abs((neut_pct**2))+1e-6)) + (sqrt(abs(mchc)))) + (log(abs(rdw)+1))) - ((wbc**2))) + (log(abs(rbc)+1)),0.5572,0.0058,0.0044,0.5926,0.0088,0.0214,0.0032,0.0044,0.0037,11
