formula,auc_roc,auc_pr,precision,recall,f1,f2,precision_at_recall_25,precision_at_recall_50,precision_at_recall_75,num_features
(((((((hgb) * (sqrt(abs(mcv)))) / (abs((hct**2))+1e-6)) / (abs((rbc**2))+1e-6)) + (plt)) + ((rdw**2))) - (wbc)) * (mch),0.6211,0.0161,0.0138,0.6007,0.0269,0.0631,0.0181,0.0144,0.0128,8
(sqrt(abs(plt))) * (mch),0.6225,0.0161,0.0139,0.6007,0.0271,0.0636,0.0177,0.015,0.0124,2
((hgb) * (sqrt(abs(plt)))) / (abs(sqrt(abs(hct)))+1e-6),0.6156,0.0161,0.0146,0.53,0.0285,0.0658,0.0154,0.0151,0.0124,3
(((((((((mchc**2)) - ((mcv**2))) + (sqrt(abs(wbc)))) - ((hgb**2))) - (log(abs(mch)+1))) * (rbc)) - (log(abs(hct)+1))) + (rdw)) + (plt),0.5793,0.0161,0.0116,0.6996,0.0228,0.0544,0.0131,0.0126,0.0113,9
(((((((mchc**2)) / (abs(mcv)+1e-6)) - (sqrt(abs(rbc)))) * (log(abs(hgb)+1))) / (abs((wbc**2))+1e-6)) + (hct)) * ((mch**2)),0.5432,0.0161,0.0106,0.5477,0.0207,0.0491,0.0133,0.0111,0.0103,7
(((((mcv**2)) * (log(abs(rbc)+1))) + (sqrt(abs(plt)))) * (log(abs(mchc)+1))) * (sqrt(abs(hgb))),0.5611,0.0161,0.0108,0.7491,0.0214,0.0512,0.0133,0.0116,0.011,5
(((((((mch) - (log(abs(rbc)+1))) / (abs((hct**2))+1e-6)) / (abs(mchc)+1e-6)) - ((wbc**2))) + (sqrt(abs(rdw)))) - ((mcv**2))) * (hgb),0.5594,0.0161,0.0107,0.7562,0.0212,0.0508,0.0136,0.0116,0.011,8
(((plt) + ((mch**2))) / (abs(sqrt(abs(mcv)))+1e-6)) + (sqrt(abs(wbc))),0.6005,0.0161,0.0126,0.5442,0.0247,0.0577,0.0167,0.0132,0.0114,4
(mcv) - (rdw),0.5692,0.0161,0.0127,0.4311,0.0247,0.0569,0.0146,0.0126,0.0107,2
(mch) * (sqrt(abs(plt))),0.6225,0.0161,0.0139,0.6007,0.0271,0.0636,0.0177,0.015,0.0124,2
(((log(abs(hgb)+1)) * (mch)) - (mchc)) + (rbc),0.5428,0.0161,0.0107,0.6078,0.021,0.0499,0.0129,0.0111,0.0101,4
((((((log(abs(wbc)+1)) / (abs(sqrt(abs(hgb)))+1e-6)) + (plt)) * (mch)) - (hct)) * (sqrt(abs(rbc)))) * (sqrt(abs(mcv))),0.6157,0.0161,0.0149,0.4806,0.0289,0.0662,0.0179,0.015,0.0118,7
(((((((sqrt(abs(mchc))) / (abs(log(abs(mcv)+1))+1e-6)) - (sqrt(abs(mch)))) - (sqrt(abs(wbc)))) - (log(abs(rbc)+1))) / (abs((rdw**2))+1e-6)) / (abs(plt)+1e-6)) / (abs(sqrt(abs(hct)))+1e-6),0.6112,0.0161,0.0135,0.47,0.0262,0.0605,0.0165,0.0143,0.0127,8
(((((((((hgb**2)) + (wbc)) + (log(abs(mch)+1))) + ((hct**2))) * (log(abs(rdw)+1))) + (mchc)) - (log(abs(plt)+1))) + (mcv)) / (abs((rbc**2))+1e-6),0.5565,0.0161,0.0126,0.3781,0.0245,0.0557,0.0142,0.0118,0.0105,9
(((hgb**2)) * ((mchc**2))) * ((plt**2)),0.6162,0.0161,0.0147,0.5265,0.0287,0.0663,0.0166,0.0151,0.0123,3
((((((mchc**2)) - (log(abs(hct)+1))) - ((rdw**2))) - ((hgb**2))) / (abs((plt**2))+1e-6)) / (abs(log(abs(mcv)+1))+1e-6),0.605,0.0161,0.0137,0.4488,0.0266,0.061,0.0182,0.0137,0.0119,6
((log(abs(rbc)+1)) - (mcv)) - (mch),0.5616,0.0161,0.0132,0.4417,0.0256,0.0589,0.0148,0.0124,0.0109,3
(((((((log(abs(rbc)+1)) / (abs(sqrt(abs(mch)))+1e-6)) / (abs(wbc)+1e-6)) / (abs(rdw)+1e-6)) + (log(abs(mchc)+1))) * ((mcv**2))) + (sqrt(abs(hgb)))) + (plt),0.5635,0.0161,0.0133,0.417,0.0258,0.0591,0.0146,0.0122,0.0107,8
((((((((mcv) + ((mchc**2))) / (abs(hgb)+1e-6)) - (log(abs(rbc)+1))) * (plt)) * ((hct**2))) * (log(abs(rdw)+1))) - (log(abs(wbc)+1))) - (log(abs(mch)+1)),0.6121,0.0161,0.0133,0.5936,0.026,0.0611,0.0173,0.0143,0.0122,9
(((mch) - (sqrt(abs(hgb)))) + (log(abs(rdw)+1))) + (mcv),0.5615,0.0161,0.0127,0.3074,0.0245,0.0547,0.0147,0.0125,0.0108,4
((((((((sqrt(abs(mch))) / (abs((hct**2))+1e-6)) * (plt)) / (abs(wbc)+1e-6)) / (abs(sqrt(abs(mchc)))+1e-6)) * (hgb)) - (rdw)) + ((rbc**2))) + (mcv),0.5777,0.0161,0.0115,0.7208,0.0226,0.0539,0.0139,0.0118,0.0114,9
(((wbc) * (log(abs(hct)+1))) + (mchc)) * (plt),0.6104,0.0161,0.0138,0.4346,0.0268,0.0614,0.018,0.0139,0.0119,4
((((sqrt(abs(hct))) - ((mch**2))) * (sqrt(abs(hgb)))) + (sqrt(abs(rdw)))) * (mcv),0.5394,0.0161,0.0111,0.5124,0.0217,0.051,0.0137,0.0114,0.01,5
((((plt) - (log(abs(rdw)+1))) - ((rbc**2))) * ((mch**2))) / (abs(sqrt(abs(mchc)))+1e-6),0.6215,0.0161,0.0156,0.5194,0.0303,0.0696,0.018,0.0154,0.0126,5
((log(abs(rbc)+1)) / (abs((plt**2))+1e-6)) / (abs((hgb**2))+1e-6),0.615,0.0161,0.0142,0.53,0.0277,0.0642,0.0179,0.0151,0.012,3
((((((((mchc**2)) + ((rbc**2))) * (sqrt(abs(plt)))) + (log(abs(hgb)+1))) - (sqrt(abs(rdw)))) - ((mch**2))) + ((wbc**2))) * (mcv),0.632,0.0161,0.0152,0.5371,0.0296,0.0684,0.0178,0.0158,0.013,8
((plt) * ((mch**2))) - (sqrt(abs(mchc))),0.6225,0.0161,0.0139,0.6007,0.0271,0.0636,0.0177,0.015,0.0124,3
((((((sqrt(abs(plt))) * ((rdw**2))) - ((hgb**2))) * ((mchc**2))) / (abs(hct)+1e-6)) * (rbc)) + (log(abs(mch)+1)),0.6352,0.0161,0.0137,0.7279,0.027,0.0639,0.0182,0.0148,0.0135,7
(((((((((plt**2)) / (abs(log(abs(mchc)+1))+1e-6)) / (abs(mcv)+1e-6)) + ((wbc**2))) / (abs(log(abs(hct)+1))+1e-6)) - (log(abs(mch)+1))) / (abs(log(abs(rdw)+1))+1e-6)) - (log(abs(hgb)+1))) - (rbc),0.6101,0.0161,0.013,0.5548,0.0253,0.0592,0.0178,0.0135,0.0119,9
((((((log(abs(wbc)+1)) + (sqrt(abs(hct)))) - (sqrt(abs(plt)))) - (sqrt(abs(rdw)))) - (sqrt(abs(mcv)))) / (abs((rbc**2))+1e-6)) + (mch),0.5325,0.0161,0.0119,0.364,0.023,0.0525,0.0136,0.0111,0.0097,7
((((((plt) / (abs((mchc**2))+1e-6)) + ((hgb**2))) + (wbc)) + ((mch**2))) - (sqrt(abs(hct)))) * (mcv),0.5438,0.0161,0.0132,0.3251,0.0254,0.0569,0.014,0.0117,0.0099,7
(((((((log(abs(hct)+1)) - (hgb)) + (log(abs(rdw)+1))) / (abs(log(abs(mchc)+1))+1e-6)) + (mch)) * (sqrt(abs(mcv)))) - (sqrt(abs(wbc)))) * (log(abs(rbc)+1)),0.5416,0.0161,0.0112,0.5124,0.022,0.0516,0.0133,0.0114,0.0101,8
(((mcv) - (log(abs(hct)+1))) - (log(abs(plt)+1))) * (mch),0.5546,0.0161,0.0131,0.4205,0.0254,0.0581,0.0137,0.0122,0.0103,4
((((mcv**2)) / (abs(log(abs(rdw)+1))+1e-6)) * (log(abs(mch)+1))) + (sqrt(abs(rbc))),0.5666,0.0161,0.0125,0.3852,0.0242,0.0553,0.0144,0.0125,0.0107,4
(((((sqrt(abs(rbc))) / (abs((plt**2))+1e-6)) - (log(abs(wbc)+1))) / (abs(rdw)+1e-6)) + ((mcv**2))) * (sqrt(abs(mchc))),0.5615,0.0161,0.0132,0.4417,0.0256,0.0588,0.0144,0.0123,0.0108,6
(((rdw) + (sqrt(abs(hgb)))) * (sqrt(abs(plt)))) * (log(abs(wbc)+1)),0.5977,0.0161,0.0124,0.6042,0.0243,0.0573,0.0156,0.0137,0.0113,4
((((sqrt(abs(mch))) / (abs(log(abs(wbc)+1))+1e-6)) * ((mcv**2))) + (log(abs(rbc)+1))) - (sqrt(abs(hgb))),0.5595,0.0161,0.012,0.4488,0.0234,0.0542,0.0142,0.0119,0.0103,5
((((((sqrt(abs(hct))) + (rdw)) + (hgb)) + (sqrt(abs(wbc)))) * (sqrt(abs(rbc)))) * (mch)) * (sqrt(abs(mcv))),0.5386,0.0161,0.0108,0.6042,0.0212,0.0503,0.0117,0.0114,0.0105,7
((mch) / (abs(log(abs(hgb)+1))+1e-6)) + (rbc),0.5367,0.0161,0.012,0.3887,0.0234,0.0536,0.0138,0.0112,0.01,3
(((((((sqrt(abs(hct))) - (log(abs(mcv)+1))) * (hgb)) * ((rdw**2))) * (log(abs(mchc)+1))) * (rbc)) + ((plt**2))) * (sqrt(abs(wbc))),0.5856,0.0161,0.0129,0.4523,0.025,0.0578,0.0153,0.0121,0.0111,8
((((((rbc) - ((mcv**2))) / (abs(sqrt(abs(mch)))+1e-6)) * ((plt**2))) * (sqrt(abs(hct)))) + (sqrt(abs(rdw)))) / (abs((mchc**2))+1e-6),0.6033,0.0161,0.0143,0.4382,0.0277,0.0632,0.0171,0.0138,0.0117,7
(((((((sqrt(abs(mchc))) + (sqrt(abs(rdw)))) - (hct)) - (sqrt(abs(wbc)))) * (sqrt(abs(rbc)))) / (abs(plt)+1e-6)) / (abs(hgb)+1e-6)) - (log(abs(mch)+1)),0.5401,0.0161,0.0122,0.3852,0.0237,0.0542,0.0139,0.0113,0.0099,8
(((((((sqrt(abs(wbc))) * ((mcv**2))) + (log(abs(hgb)+1))) * ((plt**2))) - (log(abs(rbc)+1))) + ((rdw**2))) + ((mch**2))) / (abs((mchc**2))+1e-6),0.5999,0.0161,0.0131,0.47,0.0255,0.0589,0.0172,0.0132,0.0115,8
((((((mch**2)) * (sqrt(abs(hgb)))) + (sqrt(abs(hct)))) / (abs(log(abs(rdw)+1))+1e-6)) / (abs(mchc)+1e-6)) * (mcv),0.5551,0.0161,0.0116,0.4523,0.0225,0.0524,0.0143,0.0114,0.0107,6
(((mcv) * ((mchc**2))) * (sqrt(abs(hct)))) / (abs(log(abs(plt)+1))+1e-6),0.5579,0.0161,0.012,0.4488,0.0233,0.0541,0.0143,0.0118,0.0103,4
(((mch) * ((mcv**2))) / (abs(log(abs(wbc)+1))+1e-6)) + (sqrt(abs(rdw))),0.5579,0.0161,0.0119,0.5088,0.0233,0.0544,0.0148,0.0117,0.0103,4
(((((hct**2)) / (abs(rdw)+1e-6)) + (mch)) / (abs(mchc)+1e-6)) - (mcv),0.563,0.0161,0.0129,0.3675,0.025,0.0567,0.0142,0.012,0.0107,5
(log(abs(wbc)+1)) - (mch),0.5295,0.0161,0.0119,0.4311,0.0232,0.0538,0.0133,0.0111,0.0099,2
(((sqrt(abs(plt))) - ((rbc**2))) + (rdw)) * (hgb),0.6074,0.0161,0.0145,0.5194,0.0282,0.0651,0.016,0.0146,0.0117,4
((mch) + (mcv)) + (log(abs(wbc)+1)),0.5605,0.0161,0.0129,0.4558,0.025,0.0578,0.0142,0.0124,0.0104,3
((((((mch**2)) + (mchc)) / (abs(log(abs(rbc)+1))+1e-6)) + (log(abs(plt)+1))) + (log(abs(rdw)+1))) * (hct),0.5418,0.0161,0.0114,0.4594,0.0222,0.0517,0.0136,0.011,0.0104,6
(((((((hct**2)) * ((mch**2))) + (wbc)) / (abs(log(abs(plt)+1))+1e-6)) - (mchc)) / (abs(rdw)+1e-6)) - ((rbc**2)),0.5653,0.0161,0.0112,0.6042,0.0221,0.0523,0.0122,0.0116,0.0109,7
((sqrt(abs(mch))) * (log(abs(hct)+1))) / (abs(log(abs(mchc)+1))+1e-6),0.5603,0.0161,0.0108,0.7527,0.0213,0.0511,0.0129,0.0115,0.011,3
((log(abs(hgb)+1)) * (mch)) - (log(abs(plt)+1)),0.5314,0.016,0.0108,0.4276,0.0211,0.0491,0.0121,0.0106,0.0099,3
((sqrt(abs(hct))) + (sqrt(abs(mcv)))) - (log(abs(mch)+1)),0.5778,0.016,0.0114,0.6855,0.0224,0.0533,0.0131,0.0126,0.0112,3
((((((((mchc**2)) - (log(abs(rbc)+1))) * (sqrt(abs(hct)))) / (abs(wbc)+1e-6)) - (sqrt(abs(plt)))) + ((mcv**2))) * ((mch**2))) + (log(abs(rdw)+1)),0.5505,0.016,0.0134,0.3887,0.0258,0.0587,0.0135,0.0116,0.0102,8
(((((rbc) * (mch)) - (log(abs(wbc)+1))) - ((hct**2))) / (abs((mchc**2))+1e-6)) / (abs(sqrt(abs(plt)))+1e-6),0.6204,0.016,0.0136,0.5795,0.0267,0.0624,0.0173,0.0141,0.0127,6
(((((((((mcv**2)) + ((rbc**2))) * (log(abs(hct)+1))) + (sqrt(abs(mch)))) * (hgb)) + (sqrt(abs(mchc)))) + (sqrt(abs(wbc)))) + (rdw)) + (sqrt(abs(plt))),0.561,0.016,0.0111,0.7032,0.0218,0.0521,0.0128,0.0113,0.011,9
(((log(abs(rbc)+1)) - (hgb)) - (mch)) - (sqrt(abs(rdw))),0.5289,0.016,0.0122,0.3392,0.0236,0.0534,0.0125,0.0108,0.0096,4
(((((((mcv) * (sqrt(abs(mch)))) * ((plt**2))) - (log(abs(rdw)+1))) - (sqrt(abs(hct)))) * (hgb)) * (log(abs(rbc)+1))) + (sqrt(abs(wbc))),0.6133,0.016,0.0142,0.4912,0.0277,0.0638,0.0187,0.015,0.012,8
((((((((sqrt(abs(hgb))) * (sqrt(abs(mchc)))) + (log(abs(wbc)+1))) / (abs(rdw)+1e-6)) * ((mch**2))) * (mcv)) / (abs(log(abs(plt)+1))+1e-6)) + (sqrt(abs(rbc)))) * ((hct**2)),0.5622,0.016,0.0112,0.6749,0.022,0.0524,0.012,0.0114,0.0109,9
((((((((log(abs(hct)+1)) + (mchc)) * (mch)) * (plt)) + ((rbc**2))) - (sqrt(abs(hgb)))) + ((rdw**2))) * (log(abs(mcv)+1))) / (abs(sqrt(abs(wbc)))+1e-6),0.62,0.016,0.0144,0.5512,0.028,0.0651,0.0213,0.0153,0.0122,9
((mcv**2)) * (mch),0.558,0.016,0.0132,0.3004,0.0252,0.056,0.0142,0.012,0.0106,2
((mcv) * (log(abs(hgb)+1))) / (abs(log(abs(rbc)+1))+1e-6),0.5592,0.016,0.0129,0.3074,0.0248,0.0553,0.0147,0.012,0.0107,3
(((mcv) * ((mch**2))) + (sqrt(abs(wbc)))) / (abs(mchc)+1e-6),0.5583,0.016,0.0134,0.3004,0.0257,0.057,0.0141,0.012,0.0106,4
(((hct) / (abs((plt**2))+1e-6)) - (log(abs(mchc)+1))) / (abs(sqrt(abs(mch)))+1e-6),0.5532,0.016,0.0132,0.3322,0.0254,0.057,0.0135,0.012,0.0103,4
((((plt**2)) * ((hct**2))) - (log(abs(rdw)+1))) / (abs(mcv)+1e-6),0.6079,0.016,0.0138,0.5159,0.0268,0.0623,0.0167,0.0142,0.012,4
(((log(abs(rbc)+1)) - (mcv)) * (sqrt(abs(mch)))) + (log(abs(hgb)+1)),0.5579,0.016,0.0131,0.2968,0.0252,0.0558,0.0141,0.012,0.0106,4
(((((((log(abs(mchc)+1)) / (abs((hgb**2))+1e-6)) - (sqrt(abs(hct)))) / (abs(sqrt(abs(mch)))+1e-6)) - (rbc)) + (sqrt(abs(mcv)))) + (sqrt(abs(rdw)))) / (abs(sqrt(abs(plt)))+1e-6),0.6074,0.016,0.0135,0.4912,0.0262,0.0607,0.0164,0.0136,0.0121,8
((mcv) * (sqrt(abs(mch)))) - (log(abs(hct)+1)),0.5579,0.016,0.0132,0.3004,0.0254,0.0563,0.0141,0.0121,0.0106,3
((((log(abs(mch)+1)) + (sqrt(abs(hct)))) + ((mcv**2))) + (log(abs(rbc)+1))) / (abs(sqrt(abs(rdw)))+1e-6),0.5699,0.016,0.0123,0.5018,0.0241,0.0561,0.0144,0.0123,0.0111,5
(((((plt) - ((mcv**2))) / (abs(log(abs(mchc)+1))+1e-6)) + (mch)) * ((hct**2))) + (sqrt(abs(rdw))),0.5757,0.016,0.0111,0.7668,0.0218,0.0523,0.0125,0.0123,0.011,6
(((((mchc**2)) / (abs(sqrt(abs(hgb)))+1e-6)) - (plt)) / (abs(log(abs(mcv)+1))+1e-6)) - ((rbc**2)),0.5809,0.016,0.0127,0.3675,0.0245,0.0557,0.0174,0.0122,0.0107,5
((((((hct**2)) / (abs(sqrt(abs(rdw)))+1e-6)) + (sqrt(abs(rbc)))) * ((plt**2))) / (abs(log(abs(mch)+1))+1e-6)) / (abs(sqrt(abs(hgb)))+1e-6),0.6078,0.016,0.0149,0.3604,0.0287,0.064,0.0187,0.0142,0.0117,6
(((((log(abs(plt)+1)) + (hct)) + ((mch**2))) * (rdw)) - (rbc)) * ((hgb**2)),0.527,0.016,0.011,0.5088,0.0216,0.0508,0.0111,0.0111,0.01,6
(((sqrt(abs(plt))) - (mchc)) + (sqrt(abs(hct)))) / (abs(log(abs(mch)+1))+1e-6),0.5725,0.016,0.0132,0.3251,0.0255,0.0569,0.0159,0.012,0.011,4
((((((sqrt(abs(plt))) * (rdw)) + (log(abs(wbc)+1))) * (sqrt(abs(mchc)))) / (abs(rbc)+1e-6)) * (log(abs(mcv)+1))) * (hgb),0.6264,0.016,0.0145,0.5795,0.0282,0.0657,0.0178,0.0149,0.0128,7
((((((sqrt(abs(hct))) + (log(abs(plt)+1))) + ((mch**2))) - (log(abs(mcv)+1))) / (abs(log(abs(wbc)+1))+1e-6)) * (hgb)) - (rbc),0.5333,0.016,0.0115,0.3675,0.0224,0.0512,0.0122,0.0107,0.0102,7
((((((((sqrt(abs(rdw))) * (wbc)) / (abs(sqrt(abs(plt)))+1e-6)) - (log(abs(mchc)+1))) * (mcv)) / (abs((rbc**2))+1e-6)) + (hgb)) + ((mch**2))) * (sqrt(abs(hct))),0.538,0.016,0.0108,0.4594,0.0211,0.0493,0.0136,0.0108,0.0102,9
(mcv) * (sqrt(abs(mch))),0.558,0.016,0.0132,0.3004,0.0252,0.056,0.0142,0.012,0.0106,2
((((((plt) - (sqrt(abs(mch)))) - (mchc)) / (abs(log(abs(hct)+1))+1e-6)) / (abs(log(abs(rbc)+1))+1e-6)) - (log(abs(wbc)+1))) * ((mcv**2)),0.6161,0.016,0.0145,0.5618,0.0283,0.0659,0.0166,0.0148,0.0123,7
(((((((sqrt(abs(mchc))) / (abs(hgb)+1e-6)) - (sqrt(abs(wbc)))) - (sqrt(abs(hct)))) - (sqrt(abs(rdw)))) * ((mcv**2))) * ((mch**2))) - (rbc),0.5459,0.016,0.0113,0.5018,0.0221,0.0519,0.0153,0.0113,0.0103,8
((((((((log(abs(mchc)+1)) + (log(abs(wbc)+1))) / (abs(log(abs(hgb)+1))+1e-6)) * ((hct**2))) + (sqrt(abs(plt)))) + (mch)) / (abs((rdw**2))+1e-6)) + (mcv)) + ((rbc**2)),0.5742,0.016,0.0117,0.6466,0.0229,0.0544,0.0131,0.0113,0.0114,9
(((((((hct) - (sqrt(abs(mch)))) * ((plt**2))) + ((rbc**2))) - (sqrt(abs(rdw)))) - (sqrt(abs(mchc)))) + (sqrt(abs(mcv)))) / (abs(wbc)+1e-6),0.6078,0.016,0.0146,0.4947,0.0284,0.0654,0.0195,0.0148,0.0121,8
(((rdw) * (rbc)) + ((mch**2))) * (hct),0.5445,0.016,0.0107,0.6219,0.021,0.05,0.0125,0.0111,0.0104,4
(((mcv**2)) * (mch)) - (log(abs(plt)+1)),0.5581,0.016,0.0132,0.3004,0.0253,0.0561,0.0142,0.0121,0.0106,3
(((((((log(abs(mchc)+1)) - (log(abs(hct)+1))) * (log(abs(hgb)+1))) - ((mch**2))) / (abs((plt**2))+1e-6)) * (log(abs(mcv)+1))) * (wbc)) - (sqrt(abs(rbc))),0.6074,0.016,0.0131,0.4841,0.0255,0.0591,0.0197,0.0142,0.0123,8
((((((((hct**2)) / (abs((mch**2))+1e-6)) + (mcv)) / (abs(log(abs(rbc)+1))+1e-6)) - (log(abs(mchc)+1))) * (sqrt(abs(rdw)))) * (log(abs(hgb)+1))) - (sqrt(abs(wbc))),0.547,0.016,0.0127,0.3216,0.0243,0.0547,0.014,0.0119,0.0102,8
((sqrt(abs(hct))) * ((mcv**2))) * (sqrt(abs(rbc))),0.5739,0.016,0.0113,0.7208,0.0223,0.0532,0.0131,0.012,0.0114,3
((((sqrt(abs(wbc))) + (rbc)) + (sqrt(abs(mcv)))) + ((hgb**2))) * ((plt**2)),0.6132,0.016,0.0137,0.5548,0.0267,0.0622,0.0173,0.0148,0.0122,5
(((((log(abs(wbc)+1)) + ((mcv**2))) - (sqrt(abs(hgb)))) / (abs(sqrt(abs(rdw)))+1e-6)) * (sqrt(abs(hct)))) * (log(abs(mchc)+1)),0.5704,0.016,0.0116,0.523,0.0227,0.0533,0.0148,0.0117,0.0113,6
(((((((sqrt(abs(plt))) * (log(abs(wbc)+1))) * (log(abs(mchc)+1))) + (mch)) / (abs(sqrt(abs(hgb)))+1e-6)) + (sqrt(abs(rdw)))) * (sqrt(abs(hct)))) - (log(abs(rbc)+1)),0.5916,0.016,0.0124,0.4982,0.0241,0.0562,0.017,0.0127,0.0112,8
((((((((wbc) - (sqrt(abs(mcv)))) - ((plt**2))) / (abs((hct**2))+1e-6)) * (log(abs(mch)+1))) + ((rbc**2))) / (abs((mchc**2))+1e-6)) - (sqrt(abs(hgb)))) * (sqrt(abs(rdw))),0.5742,0.016,0.0116,0.4594,0.0226,0.0527,0.0138,0.0114,0.0106,9
(((((plt) * (wbc)) * (rbc)) / (abs(log(abs(hgb)+1))+1e-6)) - (sqrt(abs(mchc)))) / (abs((hct**2))+1e-6),0.5943,0.016,0.0132,0.5124,0.0258,0.0599,0.0168,0.0131,0.0109,6
((((((rdw**2)) - ((rbc**2))) - ((mcv**2))) + (log(abs(mchc)+1))) + (log(abs(mch)+1))) * (hgb),0.5603,0.016,0.0115,0.5866,0.0226,0.0533,0.0134,0.0115,0.011,6
((((((mcv**2)) + (plt)) / (abs(sqrt(abs(hgb)))+1e-6)) * (sqrt(abs(hct)))) + (rdw)) + (sqrt(abs(wbc))),0.5666,0.016,0.0123,0.4064,0.0238,0.0547,0.0128,0.0122,0.011,6
(((log(abs(mch)+1)) - (hct)) / (abs((rbc**2))+1e-6)) + (log(abs(plt)+1)),0.5964,0.016,0.0144,0.4099,0.0277,0.063,0.015,0.0134,0.0118,4
(sqrt(abs(rdw))) / (abs((mcv**2))+1e-6),0.5699,0.016,0.0123,0.5018,0.0241,0.0562,0.0144,0.0123,0.0111,2
(((((log(abs(hgb)+1)) - (sqrt(abs(rdw)))) + (sqrt(abs(plt)))) - ((rbc**2))) - ((mch**2))) * (hct),0.5452,0.016,0.0108,0.5795,0.0212,0.0503,0.0131,0.0113,0.0104,6
((((log(abs(hct)+1)) / (abs(log(abs(rbc)+1))+1e-6)) / (abs(log(abs(wbc)+1))+1e-6)) - ((mcv**2))) / (abs(sqrt(abs(rdw)))+1e-6),0.5699,0.016,0.0124,0.5018,0.0242,0.0563,0.0144,0.0123,0.0111,5
((((((((sqrt(abs(mchc))) * ((plt**2))) / (abs(log(abs(hct)+1))+1e-6)) / (abs(log(abs(rdw)+1))+1e-6)) * (sqrt(abs(rbc)))) / (abs((hgb**2))+1e-6)) + ((mch**2))) / (abs(mcv)+1e-6)) / (abs(wbc)+1e-6),0.5782,0.0159,0.0116,0.5618,0.0228,0.0537,0.0194,0.013,0.0108,9
((((((((hct**2)) * ((mchc**2))) / (abs((mcv**2))+1e-6)) / (abs(log(abs(mch)+1))+1e-6)) * ((plt**2))) * (rdw)) * (hgb)) - (log(abs(rbc)+1)),0.6069,0.0159,0.0138,0.5159,0.0269,0.0623,0.0148,0.0146,0.0118,8
((((((((rdw) - (wbc)) + (log(abs(rbc)+1))) + (hct)) + (plt)) / (abs((hgb**2))+1e-6)) - ((mch**2))) * (mcv)) / (abs(log(abs(mchc)+1))+1e-6),0.5467,0.0159,0.0129,0.3993,0.0251,0.0573,0.0136,0.0115,0.01,9
(((((rbc) + (mch)) / (abs(log(abs(hgb)+1))+1e-6)) * ((mcv**2))) + (sqrt(abs(hct)))) + (log(abs(plt)+1)),0.5577,0.0159,0.013,0.3993,0.0252,0.0576,0.0141,0.0117,0.0106,6
(mch) * (log(abs(hct)+1)),0.5355,0.0159,0.012,0.3463,0.0232,0.0526,0.0129,0.0107,0.01,2
(((((mch**2)) * (log(abs(mchc)+1))) * ((wbc**2))) - ((plt**2))) - (rbc),0.53,0.0159,0.0131,0.3145,0.0252,0.0562,0.0163,0.0113,0.0094,5
(((sqrt(abs(rbc))) * (mch)) - (sqrt(abs(hct)))) * (sqrt(abs(mcv))),0.5418,0.0159,0.0104,0.5972,0.0205,0.0487,0.0124,0.0112,0.0102,4
((((((hgb**2)) * (sqrt(abs(wbc)))) / (abs(sqrt(abs(plt)))+1e-6)) + (rbc)) + ((mcv**2))) * (rdw),0.5464,0.0159,0.0131,0.3286,0.0253,0.0566,0.0127,0.0114,0.0103,6
(((sqrt(abs(rbc))) - (mch)) * ((mcv**2))) + (log(abs(hct)+1)),0.5566,0.0159,0.0129,0.2933,0.0247,0.0548,0.014,0.0121,0.0106,4
((((((((sqrt(abs(wbc))) + (mcv)) * ((mch**2))) - (sqrt(abs(rbc)))) * (sqrt(abs(hct)))) * ((hgb**2))) / (abs(log(abs(plt)+1))+1e-6)) / (abs(rdw)+1e-6)) - (sqrt(abs(mchc))),0.5552,0.0159,0.0108,0.6431,0.0212,0.0506,0.0114,0.0111,0.0106,9
((((((((rbc) + ((plt**2))) - (hct)) - ((mcv**2))) / (abs(log(abs(mchc)+1))+1e-6)) * ((hgb**2))) - (mch)) - ((wbc**2))) - (log(abs(rdw)+1)),0.6142,0.0159,0.0139,0.6007,0.0271,0.0635,0.0171,0.0151,0.0124,9
(((log(abs(rdw)+1)) + (mch)) + (sqrt(abs(hct)))) + (sqrt(abs(hgb))),0.5302,0.0159,0.0128,0.318,0.0247,0.0552,0.0139,0.0109,0.0097,4
(hgb) - (mcv),0.5613,0.0159,0.0126,0.3498,0.0243,0.055,0.0129,0.012,0.0107,2
(((sqrt(abs(plt))) - ((rbc**2))) - (log(abs(rdw)+1))) * (log(abs(hgb)+1)),0.5868,0.0159,0.012,0.5724,0.0235,0.0554,0.0141,0.0123,0.0114,4
((mch**2)) * (hct),0.5436,0.0159,0.0108,0.6502,0.0212,0.0506,0.0127,0.0113,0.0104,2
(((((((((mcv**2)) - (sqrt(abs(mch)))) / (abs(sqrt(abs(plt)))+1e-6)) * (hct)) / (abs((rbc**2))+1e-6)) + (sqrt(abs(wbc)))) + (sqrt(abs(mchc)))) / (abs((rdw**2))+1e-6)) + (log(abs(hgb)+1)),0.5973,0.0159,0.0125,0.5477,0.0244,0.0571,0.0174,0.0133,0.0119,9
(((((log(abs(rdw)+1)) + (mcv)) + ((mch**2))) + (sqrt(abs(wbc)))) * (sqrt(abs(hct)))) + (log(abs(plt)+1)),0.5378,0.0159,0.0108,0.477,0.0211,0.0495,0.0133,0.0108,0.0101,6
