formula,auc_roc,auc_pr,precision,recall,f1,f2,precision_at_recall_25,precision_at_recall_50,precision_at_recall_75,num_features
(((sqrt(abs(hgb))) * (mch)) * ((hct**2))) + (log(abs(plt)+1)),0.5481,0.0129,0.0108,0.6996,0.0213,0.0509,0.012,0.0114,0.0106,4
((((sqrt(abs(hgb))) * ((hct**2))) + (sqrt(abs(mch)))) + (sqrt(abs(wbc)))) - (plt),0.5553,0.0129,0.0111,0.6643,0.0219,0.0521,0.0125,0.0113,0.0111,5
((((((mcv**2)) - (plt)) * (log(abs(rbc)+1))) * (mch)) / (abs((mchc**2))+1e-6)) / (abs((rdw**2))+1e-6),0.5836,0.0129,0.0119,0.7102,0.0234,0.0559,0.0121,0.0124,0.0118,6
((((rbc) + (log(abs(wbc)+1))) + (log(abs(hct)+1))) - ((hgb**2))) - (mch),0.5332,0.0129,0.0105,0.7456,0.0206,0.0495,0.0103,0.011,0.0105,5
((((((((log(abs(rdw)+1)) - (sqrt(abs(plt)))) / (abs(sqrt(abs(mchc)))+1e-6)) * (sqrt(abs(wbc)))) * ((mch**2))) + (log(abs(mcv)+1))) - (sqrt(abs(rbc)))) + (log(abs(hgb)+1))) - ((hct**2)),0.5642,0.0129,0.0112,0.6926,0.0221,0.0528,0.0134,0.0118,0.0106,9
(((((sqrt(abs(wbc))) / (abs(log(abs(hct)+1))+1e-6)) * (log(abs(plt)+1))) - (mch)) - (sqrt(abs(hgb)))) + (sqrt(abs(rbc))),0.5472,0.0129,0.0121,0.3498,0.0234,0.0532,0.0149,0.0119,0.0099,6
(((((((rdw) - (sqrt(abs(hct)))) * (log(abs(mch)+1))) + (sqrt(abs(plt)))) * (log(abs(rbc)+1))) - (sqrt(abs(mchc)))) - (sqrt(abs(wbc)))) - (sqrt(abs(hgb))),0.5945,0.0129,0.0127,0.629,0.0249,0.0589,0.0133,0.0129,0.012,8
((((log(abs(hct)+1)) * (log(abs(mcv)+1))) - (wbc)) + (sqrt(abs(rdw)))) * (sqrt(abs(plt))),0.5376,0.0129,0.0106,0.3498,0.0205,0.0472,0.0147,0.0112,0.0103,5
(((hgb**2)) + (mch)) * ((mchc**2)),0.5107,0.0129,0.0101,0.682,0.0199,0.0476,0.0095,0.0107,0.0098,3
((((plt) * ((wbc**2))) + ((hct**2))) * (log(abs(mch)+1))) / (abs(hgb)+1e-6),0.565,0.0129,0.0107,0.6431,0.0211,0.0502,0.0143,0.0122,0.0102,5
(((rbc) - (mchc)) - (log(abs(mch)+1))) * (sqrt(abs(hct))),0.5062,0.0129,0.0102,0.5265,0.02,0.0473,0.0101,0.0102,0.0098,4
(((((((hct) / (abs(log(abs(hgb)+1))+1e-6)) - ((wbc**2))) / (abs(rdw)+1e-6)) * (log(abs(mch)+1))) - (plt)) / (abs((mchc**2))+1e-6)) - (log(abs(rbc)+1)),0.5607,0.0129,0.0115,0.4523,0.0223,0.052,0.0131,0.0115,0.0106,8
((((log(abs(plt)+1)) - ((hgb**2))) - (log(abs(wbc)+1))) - (log(abs(mchc)+1))) - (mch),0.5339,0.0129,0.0104,0.7527,0.0206,0.0494,0.0103,0.0111,0.0106,5
(((((log(abs(mch)+1)) + (mcv)) * ((hgb**2))) + (hct)) / (abs(log(abs(rdw)+1))+1e-6)) + (sqrt(abs(rbc))),0.5439,0.0129,0.011,0.7279,0.0216,0.0518,0.0103,0.0109,0.0109,6
((((mcv**2)) * (sqrt(abs(plt)))) + (sqrt(abs(rbc)))) + ((rdw**2)),0.5771,0.0129,0.0123,0.5406,0.0241,0.0566,0.0126,0.0124,0.0111,4
((((sqrt(abs(mch))) - ((mcv**2))) + ((wbc**2))) + (log(abs(rdw)+1))) + (log(abs(mchc)+1)),0.5734,0.0129,0.0135,0.4134,0.0261,0.0597,0.015,0.0128,0.011,5
((((((((mcv) * (hct)) + (mch)) * ((mchc**2))) / (abs(log(abs(plt)+1))+1e-6)) + (sqrt(abs(hgb)))) / (abs(sqrt(abs(wbc)))+1e-6)) / (abs(rbc)+1e-6)) + ((rdw**2)),0.5542,0.0129,0.0141,0.3746,0.0271,0.0611,0.0133,0.0116,0.0101,9
(((log(abs(plt)+1)) + (log(abs(hgb)+1))) * (sqrt(abs(mch)))) - (log(abs(rdw)+1)),0.5704,0.0129,0.0115,0.5795,0.0225,0.0532,0.0128,0.0122,0.0113,4
(((((((rbc) + ((hct**2))) + (log(abs(mchc)+1))) + (sqrt(abs(rdw)))) + (wbc)) + (sqrt(abs(mch)))) + (hgb)) / (abs(log(abs(plt)+1))+1e-6),0.5736,0.0129,0.0115,0.6572,0.0226,0.0538,0.014,0.0119,0.0113,8
(((((hgb) - ((rbc**2))) * (sqrt(abs(mchc)))) - ((mcv**2))) - (sqrt(abs(hct)))) + ((wbc**2)),0.5743,0.0129,0.0137,0.417,0.0265,0.0604,0.015,0.0129,0.011,6
((((log(abs(mcv)+1)) + ((mch**2))) / (abs(hgb)+1e-6)) + (mchc)) + ((rbc**2)),0.5042,0.0129,0.0097,0.6219,0.0192,0.0458,0.0092,0.0102,0.01,5
((((log(abs(hct)+1)) - ((wbc**2))) + (rdw)) - (log(abs(plt)+1))) + ((mcv**2)),0.5735,0.0129,0.0134,0.4099,0.026,0.0593,0.0151,0.0128,0.011,5
(((((hct**2)) + ((mch**2))) - (log(abs(rdw)+1))) + (log(abs(mcv)+1))) * ((hgb**2)),0.5407,0.0129,0.0108,0.7032,0.0212,0.0507,0.0106,0.0112,0.0108,5
((((((sqrt(abs(mch))) * (log(abs(hgb)+1))) / (abs(log(abs(rdw)+1))+1e-6)) / (abs(log(abs(wbc)+1))+1e-6)) * (mcv)) - (sqrt(abs(hct)))) - (log(abs(plt)+1)),0.5512,0.0129,0.0116,0.5866,0.0228,0.0538,0.0133,0.0114,0.0101,7
(((((((mchc**2)) - ((mch**2))) * (rdw)) * (wbc)) - (rbc)) * (sqrt(abs(mcv)))) / (abs(log(abs(hct)+1))+1e-6),0.575,0.0129,0.0122,0.629,0.024,0.0568,0.0142,0.0124,0.0109,7
(((wbc**2)) + (sqrt(abs(hgb)))) - ((mcv**2)),0.5734,0.0129,0.0135,0.4134,0.0262,0.0597,0.0151,0.0128,0.011,3
((((((rbc) * (hct)) / (abs((mchc**2))+1e-6)) * (sqrt(abs(wbc)))) + (sqrt(abs(rdw)))) - ((hgb**2))) / (abs(log(abs(plt)+1))+1e-6),0.5515,0.0129,0.0111,0.6537,0.0218,0.052,0.0124,0.0112,0.0107,7
((((((sqrt(abs(hgb))) + ((rdw**2))) * ((wbc**2))) * (plt)) * (sqrt(abs(mchc)))) * (sqrt(abs(mch)))) + (log(abs(mcv)+1)),0.5671,0.0129,0.0114,0.6219,0.0224,0.0532,0.014,0.0122,0.0103,7
((((((hgb) - (rbc)) - (hct)) * (mchc)) - (log(abs(plt)+1))) * (sqrt(abs(mch)))) - (sqrt(abs(mcv))),0.5357,0.0129,0.0107,0.7456,0.021,0.0504,0.0111,0.0106,0.0107,7
(((((log(abs(rdw)+1)) / (abs((mch**2))+1e-6)) + (mchc)) - (rbc)) + (sqrt(abs(hgb)))) + (hct),0.5321,0.0129,0.0105,0.735,0.0206,0.0495,0.0104,0.0108,0.0105,6
((((plt) / (abs((mchc**2))+1e-6)) + (log(abs(mch)+1))) + (sqrt(abs(wbc)))) / (abs(mcv)+1e-6),0.5672,0.0129,0.012,0.5936,0.0235,0.0555,0.0143,0.0124,0.0103,5
(log(abs(plt)+1)) + (sqrt(abs(wbc))),0.5731,0.0129,0.0117,0.5972,0.023,0.0545,0.015,0.0121,0.0105,2
((((((((log(abs(rbc)+1)) / (abs((mcv**2))+1e-6)) * ((hgb**2))) / (abs(mch)+1e-6)) + (log(abs(plt)+1))) - (sqrt(abs(wbc)))) * (mchc)) / (abs(log(abs(rdw)+1))+1e-6)) + (sqrt(abs(hct))),0.5616,0.0129,0.0132,0.417,0.0255,0.0585,0.0143,0.0127,0.0106,9
(((((((((plt**2)) - (sqrt(abs(hgb)))) / (abs((mchc**2))+1e-6)) * ((rbc**2))) - (hct)) / (abs(log(abs(rdw)+1))+1e-6)) / (abs((wbc**2))+1e-6)) * ((mch**2))) / (abs(log(abs(mcv)+1))+1e-6),0.5738,0.0129,0.0126,0.3852,0.0244,0.0556,0.0146,0.0127,0.011,9
(((((((log(abs(mcv)+1)) / (abs((plt**2))+1e-6)) - (rdw)) * (sqrt(abs(hct)))) - ((mch**2))) * ((hgb**2))) * (log(abs(mchc)+1))) + ((wbc**2)),0.5305,0.0129,0.0104,0.6855,0.0204,0.0489,0.011,0.0104,0.0102,8
((((((sqrt(abs(mchc))) - (sqrt(abs(wbc)))) / (abs((rdw**2))+1e-6)) + (log(abs(rbc)+1))) * (sqrt(abs(plt)))) * (log(abs(hgb)+1))) * (mcv),0.5809,0.0129,0.0125,0.4806,0.0243,0.0565,0.0126,0.0129,0.011,7
(((((rdw**2)) / (abs(sqrt(abs(rbc)))+1e-6)) / (abs((wbc**2))+1e-6)) / (abs(plt)+1e-6)) * ((hgb**2)),0.5624,0.0129,0.011,0.6148,0.0216,0.0513,0.0149,0.0116,0.0102,5
((((((mch) * ((rbc**2))) * (plt)) / (abs(log(abs(mcv)+1))+1e-6)) + (sqrt(abs(hgb)))) * (wbc)) + (sqrt(abs(hct))),0.5687,0.0129,0.011,0.6714,0.0216,0.0516,0.0136,0.012,0.0106,7
(((((((log(abs(mch)+1)) / (abs(mcv)+1e-6)) / (abs((plt**2))+1e-6)) + (log(abs(rdw)+1))) / (abs(hgb)+1e-6)) * (mchc)) * (log(abs(rbc)+1))) - (sqrt(abs(wbc))),0.5551,0.0128,0.0111,0.6714,0.0219,0.0521,0.0123,0.011,0.011,8
(((((log(abs(mch)+1)) / (abs(wbc)+1e-6)) + ((hgb**2))) + (hct)) * (sqrt(abs(mcv)))) - (rdw),0.5411,0.0128,0.0106,0.7668,0.021,0.0504,0.0108,0.0113,0.0107,6
(((sqrt(abs(rbc))) + (log(abs(plt)+1))) / (abs(sqrt(abs(hct)))+1e-6)) * (rdw),0.5863,0.0128,0.0118,0.6749,0.0233,0.0554,0.0132,0.0125,0.0114,4
(((sqrt(abs(mcv))) * ((hct**2))) - (sqrt(abs(rdw)))) * ((mchc**2)),0.5356,0.0128,0.0106,0.7668,0.0209,0.0501,0.0109,0.0109,0.0106,4
((((log(abs(plt)+1)) / (abs(log(abs(mch)+1))+1e-6)) / (abs(sqrt(abs(hct)))+1e-6)) * (rdw)) * (rbc),0.5807,0.0128,0.0124,0.5053,0.0242,0.0563,0.0135,0.0122,0.0116,5
(((((((mch**2)) + ((hct**2))) * ((hgb**2))) * ((plt**2))) / (abs(sqrt(abs(wbc)))+1e-6)) / (abs(log(abs(mchc)+1))+1e-6)) - (rbc),0.5868,0.0128,0.0135,0.4276,0.0261,0.0598,0.0128,0.0131,0.0114,7
(((((log(abs(mchc)+1)) * (sqrt(abs(wbc)))) / (abs(log(abs(rbc)+1))+1e-6)) / (abs(sqrt(abs(rdw)))+1e-6)) + (sqrt(abs(mch)))) + (sqrt(abs(hct))),0.5345,0.0128,0.0104,0.6678,0.0205,0.049,0.012,0.0106,0.0104,6
((((log(abs(wbc)+1)) - ((mch**2))) - (log(abs(rbc)+1))) / (abs(log(abs(hgb)+1))+1e-6)) / (abs(log(abs(rdw)+1))+1e-6),0.5255,0.0128,0.0108,0.4594,0.0212,0.0495,0.0114,0.0107,0.0099,5
(((((((hgb) / (abs(log(abs(hct)+1))+1e-6)) + (rdw)) * (sqrt(abs(plt)))) + (log(abs(mchc)+1))) * ((mcv**2))) * (sqrt(abs(mch)))) / (abs(sqrt(abs(rbc)))+1e-6),0.5665,0.0128,0.0122,0.5972,0.0239,0.0564,0.0124,0.0117,0.0112,8
((((((hgb) - ((mcv**2))) - (plt)) * (sqrt(abs(rbc)))) / (abs(log(abs(rdw)+1))+1e-6)) + ((hct**2))) + (log(abs(mchc)+1)),0.556,0.0128,0.0116,0.4523,0.0227,0.0527,0.0116,0.0115,0.0107,7
(((((wbc) - (mchc)) * (sqrt(abs(plt)))) - (hgb)) + (log(abs(rdw)+1))) / (abs((rbc**2))+1e-6),0.5743,0.0128,0.0121,0.583,0.0238,0.0561,0.0132,0.0127,0.0111,6
(mch) + ((hgb**2)),0.533,0.0128,0.0105,0.7456,0.0207,0.0497,0.0101,0.011,0.0105,2
((((((((log(abs(wbc)+1)) * ((rbc**2))) + (sqrt(abs(hgb)))) * (sqrt(abs(plt)))) + (rdw)) / (abs((mcv**2))+1e-6)) * (mch)) - (log(abs(hct)+1))) * ((mchc**2)),0.5695,0.0128,0.0118,0.6078,0.0231,0.0545,0.0135,0.0127,0.0108,9
((((((((hct) - (log(abs(mch)+1))) + (wbc)) - ((rdw**2))) - ((hgb**2))) / (abs(sqrt(abs(mcv)))+1e-6)) + (sqrt(abs(plt)))) + (sqrt(abs(rbc)))) * (sqrt(abs(mchc))),0.5549,0.0128,0.0121,0.4876,0.0235,0.0548,0.0131,0.0119,0.0103,9
((((((log(abs(hgb)+1)) + (mcv)) + (log(abs(hct)+1))) / (abs(mch)+1e-6)) * (sqrt(abs(rdw)))) - (sqrt(abs(rbc)))) * (log(abs(plt)+1)),0.5606,0.0128,0.0115,0.4876,0.0224,0.0525,0.013,0.012,0.0107,7
((((((log(abs(hct)+1)) * ((mcv**2))) * ((mch**2))) / (abs((rdw**2))+1e-6)) / (abs(log(abs(mchc)+1))+1e-6)) + ((wbc**2))) + (sqrt(abs(rbc))),0.5553,0.0128,0.0112,0.6396,0.022,0.0523,0.0128,0.0112,0.0109,7
(((((((hct**2)) - ((wbc**2))) / (abs((rbc**2))+1e-6)) * (log(abs(rdw)+1))) * (sqrt(abs(plt)))) + (sqrt(abs(mcv)))) / (abs(hgb)+1e-6),0.5625,0.0128,0.0111,0.6431,0.0218,0.0518,0.0142,0.0122,0.011,7
(((((log(abs(plt)+1)) * (sqrt(abs(wbc)))) - (log(abs(rdw)+1))) - (log(abs(mcv)+1))) - (mch)) - (sqrt(abs(rbc))),0.5572,0.0128,0.0132,0.4276,0.0256,0.0588,0.0145,0.0119,0.0103,6
(((((((hct**2)) * (wbc)) * (mcv)) - (rbc)) / (abs(sqrt(abs(rdw)))+1e-6)) / (abs(log(abs(mchc)+1))+1e-6)) / (abs(sqrt(abs(plt)))+1e-6),0.5661,0.0128,0.011,0.6042,0.0215,0.0511,0.0141,0.0119,0.0111,7
((((log(abs(mch)+1)) * ((hgb**2))) * (plt)) + (mcv)) * (log(abs(wbc)+1)),0.5746,0.0128,0.0123,0.4912,0.0241,0.0561,0.0141,0.0123,0.0113,5
(((((((rbc**2)) / (abs(log(abs(rdw)+1))+1e-6)) / (abs(plt)+1e-6)) * (wbc)) + (log(abs(mcv)+1))) + ((hgb**2))) * (sqrt(abs(mch))),0.5333,0.0128,0.0104,0.7456,0.0206,0.0494,0.0104,0.0107,0.0105,7
((hgb**2)) / (abs(sqrt(abs(rbc)))+1e-6),0.5331,0.0128,0.0105,0.735,0.0208,0.0498,0.0104,0.0106,0.0105,2
((((((((mchc) - ((mch**2))) * (hgb)) * (wbc)) - (log(abs(mcv)+1))) - ((rbc**2))) / (abs((hct**2))+1e-6)) * (sqrt(abs(rdw)))) * (sqrt(abs(plt))),0.5665,0.0128,0.0103,0.7491,0.0203,0.0488,0.0137,0.012,0.0103,9
(((((((((mchc**2)) + (rdw)) * (sqrt(abs(wbc)))) + ((hgb**2))) - (log(abs(hct)+1))) - (mch)) - (log(abs(mcv)+1))) * (log(abs(plt)+1))) + (rbc),0.5667,0.0128,0.0113,0.6254,0.0223,0.0528,0.0137,0.0116,0.0107,9
((((((((sqrt(abs(wbc))) + ((hgb**2))) - (hct)) - (rbc)) / (abs(log(abs(mchc)+1))+1e-6)) + (log(abs(plt)+1))) - (log(abs(rdw)+1))) * (mch)) * (sqrt(abs(mcv))),0.5332,0.0128,0.0106,0.7739,0.0208,0.0501,0.0105,0.0106,0.0105,9
(((((((((hct**2)) * (mcv)) / (abs(log(abs(mch)+1))+1e-6)) + (rdw)) / (abs((hgb**2))+1e-6)) * (mchc)) - (plt)) + (log(abs(wbc)+1))) / (abs(log(abs(rbc)+1))+1e-6),0.5645,0.0128,0.0114,0.6184,0.0224,0.0531,0.013,0.0117,0.0111,9
((((((((mcv) / (abs(hgb)+1e-6)) * ((rbc**2))) / (abs(hct)+1e-6)) + (log(abs(mchc)+1))) / (abs((rdw**2))+1e-6)) - ((mch**2))) / (abs(log(abs(wbc)+1))+1e-6)) - (log(abs(plt)+1)),0.5325,0.0128,0.0117,0.4276,0.0228,0.0527,0.0126,0.011,0.0096,9
((((mcv) - (mch)) - (rbc)) - (wbc)) + (hgb),0.5784,0.0128,0.0125,0.4947,0.0244,0.0569,0.0143,0.0123,0.011,5
((log(abs(hct)+1)) - (log(abs(rbc)+1))) + (sqrt(abs(hgb))),0.5421,0.0128,0.0108,0.788,0.0213,0.0511,0.0115,0.0113,0.0107,3
(((((((mchc**2)) * ((hct**2))) * (sqrt(abs(hgb)))) + (log(abs(plt)+1))) / (abs(sqrt(abs(rbc)))+1e-6)) + ((wbc**2))) + (mcv),0.5307,0.0128,0.0103,0.742,0.0204,0.0489,0.0108,0.0105,0.0104,7
(((((((rbc**2)) - (log(abs(mchc)+1))) / (abs(log(abs(rdw)+1))+1e-6)) + (wbc)) / (abs(sqrt(abs(hct)))+1e-6)) + (mch)) + ((hgb**2)),0.5328,0.0128,0.0104,0.7527,0.0205,0.0492,0.0101,0.0111,0.0106,7
(((((((mcv) - (mch)) / (abs((mchc**2))+1e-6)) + (plt)) + (sqrt(abs(hct)))) + (log(abs(rbc)+1))) / (abs(log(abs(hgb)+1))+1e-6)) * ((wbc**2)),0.5635,0.0128,0.0107,0.6466,0.021,0.0502,0.0142,0.012,0.0103,8
(log(abs(mch)+1)) * (hgb),0.533,0.0128,0.0105,0.7527,0.0207,0.0496,0.0104,0.0108,0.0106,2
(((sqrt(abs(rbc))) - (plt)) * ((wbc**2))) - (log(abs(mch)+1)),0.5635,0.0128,0.0119,0.576,0.0232,0.0547,0.0145,0.0119,0.0104,4
(((hgb**2)) / (abs(sqrt(abs(hct)))+1e-6)) * (sqrt(abs(mcv))),0.5332,0.0128,0.0106,0.742,0.0209,0.0501,0.0105,0.0106,0.0106,3
(((((log(abs(wbc)+1)) - ((mch**2))) * (sqrt(abs(hgb)))) * (rbc)) + (log(abs(plt)+1))) * ((hct**2)),0.5438,0.0128,0.0108,0.7102,0.0213,0.051,0.0112,0.0113,0.0107,6
((((((((log(abs(hgb)+1)) - (mch)) - (sqrt(abs(wbc)))) + (sqrt(abs(mcv)))) * (log(abs(plt)+1))) - (sqrt(abs(rbc)))) + (sqrt(abs(mchc)))) * (log(abs(hct)+1))) * (log(abs(rdw)+1)),0.5526,0.0128,0.0107,0.6042,0.021,0.0499,0.0129,0.011,0.0103,9
((((wbc) * (sqrt(abs(plt)))) / (abs(log(abs(rbc)+1))+1e-6)) + (log(abs(mchc)+1))) - (log(abs(hgb)+1)),0.5645,0.0128,0.0109,0.6431,0.0214,0.051,0.0138,0.0119,0.0104,5
(((((((mch**2)) * (log(abs(rdw)+1))) / (abs((wbc**2))+1e-6)) - (log(abs(mcv)+1))) - (log(abs(hct)+1))) * ((plt**2))) * (log(abs(rbc)+1)),0.5498,0.0128,0.0113,0.4417,0.0221,0.0514,0.0152,0.0113,0.0105,7
(((((((log(abs(hgb)+1)) / (abs(sqrt(abs(rbc)))+1e-6)) + (log(abs(mchc)+1))) - ((rdw**2))) - ((wbc**2))) + (log(abs(plt)+1))) + ((mcv**2))) + (log(abs(mch)+1)),0.5727,0.0128,0.0131,0.4064,0.0254,0.0581,0.0148,0.0126,0.011,8
((((((rdw**2)) - (sqrt(abs(mch)))) / (abs((hgb**2))+1e-6)) * (log(abs(rbc)+1))) * (sqrt(abs(plt)))) * (wbc),0.5639,0.0128,0.0108,0.742,0.0212,0.0509,0.0136,0.0115,0.0106,6
(((((log(abs(rdw)+1)) / (abs(sqrt(abs(plt)))+1e-6)) + (log(abs(mch)+1))) - (sqrt(abs(hct)))) + (rbc)) / (abs((hgb**2))+1e-6),0.5428,0.0128,0.0108,0.7385,0.0213,0.051,0.0112,0.0107,0.0107,6
((((hgb) + (sqrt(abs(wbc)))) * ((mch**2))) * (sqrt(abs(plt)))) - (log(abs(mchc)+1)),0.5555,0.0128,0.0111,0.4382,0.0216,0.0503,0.0116,0.0114,0.0108,5
(((((sqrt(abs(plt))) - (sqrt(abs(wbc)))) * (hgb)) + (sqrt(abs(mchc)))) - (rdw)) * (log(abs(mch)+1)),0.5857,0.0128,0.0134,0.4664,0.026,0.06,0.0129,0.0133,0.0114,6
(((log(abs(plt)+1)) * (rdw)) / (abs(sqrt(abs(mchc)))+1e-6)) / (abs(sqrt(abs(hct)))+1e-6),0.5778,0.0128,0.0114,0.6325,0.0223,0.053,0.0133,0.0128,0.0113,4
(log(abs(mcv)+1)) * (hgb),0.5373,0.0127,0.0107,0.7562,0.021,0.0505,0.0101,0.0113,0.0107,2
((((((((log(abs(mchc)+1)) - ((hct**2))) + ((rbc**2))) / (abs(mch)+1e-6)) / (abs(log(abs(mcv)+1))+1e-6)) - (log(abs(wbc)+1))) * (plt)) + ((rdw**2))) * (sqrt(abs(hgb))),0.5736,0.0127,0.0124,0.424,0.0242,0.0557,0.0128,0.0126,0.0115,9
(((((wbc) - (plt)) / (abs(log(abs(mch)+1))+1e-6)) + (sqrt(abs(rdw)))) * ((hct**2))) - (sqrt(abs(mcv))),0.5773,0.0127,0.0127,0.4382,0.0247,0.057,0.0127,0.0128,0.0111,6
((((hgb**2)) * (log(abs(rbc)+1))) - (log(abs(hct)+1))) + (mcv),0.5361,0.0127,0.0106,0.7279,0.0208,0.05,0.0103,0.0109,0.0105,4
((mchc**2)) * (log(abs(rdw)+1)),0.5863,0.0127,0.0125,0.6042,0.0244,0.0576,0.0135,0.0125,0.0113,2
((((((sqrt(abs(mcv))) + ((wbc**2))) - (hgb)) * (log(abs(mchc)+1))) + (sqrt(abs(hct)))) / (abs(log(abs(rdw)+1))+1e-6)) * (plt),0.5635,0.0127,0.0105,0.6254,0.0207,0.0493,0.0144,0.012,0.0104,7
((((((((sqrt(abs(rbc))) - (plt)) / (abs(log(abs(hct)+1))+1e-6)) - (sqrt(abs(rdw)))) - (log(abs(hgb)+1))) / (abs(mchc)+1e-6)) * (mch)) - ((mcv**2))) / (abs(log(abs(wbc)+1))+1e-6),0.5586,0.0127,0.0121,0.4876,0.0236,0.055,0.0137,0.0119,0.01,9
((((((((mchc**2)) + (sqrt(abs(hgb)))) / (abs(log(abs(hct)+1))+1e-6)) + (sqrt(abs(rdw)))) + ((mch**2))) / (abs(sqrt(abs(plt)))+1e-6)) / (abs(sqrt(abs(rbc)))+1e-6)) / (abs(wbc)+1e-6),0.5583,0.0127,0.0117,0.5724,0.0229,0.0541,0.0143,0.0119,0.0104,8
((((((((plt) * (log(abs(mcv)+1))) * (rbc)) - (hct)) + (mchc)) / (abs(sqrt(abs(rdw)))+1e-6)) / (abs(wbc)+1e-6)) - (sqrt(abs(hgb)))) * (sqrt(abs(mch))),0.5739,0.0127,0.0129,0.4417,0.025,0.0576,0.0147,0.0129,0.011,9
((((((((rdw**2)) / (abs(log(abs(wbc)+1))+1e-6)) / (abs(sqrt(abs(plt)))+1e-6)) - (sqrt(abs(mch)))) / (abs((mchc**2))+1e-6)) * (mcv)) - ((rbc**2))) + (hct),0.5707,0.0127,0.0128,0.5265,0.0251,0.0585,0.0151,0.0126,0.0108,8
(((((((rdw) * (log(abs(plt)+1))) - (hct)) + (rbc)) * ((mchc**2))) - (log(abs(mcv)+1))) * (wbc)) * (sqrt(abs(hgb))),0.5695,0.0127,0.0117,0.6466,0.0229,0.0544,0.0143,0.0124,0.0104,8
((((log(abs(plt)+1)) * ((rbc**2))) - (log(abs(mch)+1))) - ((hgb**2))) - (sqrt(abs(mchc))),0.552,0.0127,0.0118,0.417,0.023,0.0531,0.0137,0.0116,0.0102,5
((((log(abs(hct)+1)) * (sqrt(abs(mch)))) / (abs(sqrt(abs(plt)))+1e-6)) - ((hgb**2))) / (abs(sqrt(abs(rbc)))+1e-6),0.5321,0.0127,0.0105,0.735,0.0206,0.0495,0.0102,0.0106,0.0105,5
((((((log(abs(mcv)+1)) - (sqrt(abs(wbc)))) - (sqrt(abs(mch)))) / (abs((rdw**2))+1e-6)) / (abs(sqrt(abs(plt)))+1e-6)) / (abs(log(abs(hct)+1))+1e-6)) / (abs(log(abs(rbc)+1))+1e-6),0.5763,0.0127,0.013,0.47,0.0252,0.0583,0.0146,0.0129,0.0112,7
((((((hct) + (mcv)) + ((wbc**2))) / (abs((mchc**2))+1e-6)) - (sqrt(abs(rdw)))) - (sqrt(abs(plt)))) / (abs((rbc**2))+1e-6),0.572,0.0127,0.0116,0.5654,0.0227,0.0534,0.0118,0.0124,0.0114,7
((((hct**2)) + ((wbc**2))) + ((mch**2))) * (sqrt(abs(rbc))),0.5424,0.0127,0.0105,0.7314,0.0206,0.0495,0.0109,0.0111,0.0104,4
(((hgb**2)) * (sqrt(abs(rdw)))) / (abs((hct**2))+1e-6),0.5808,0.0127,0.0133,0.4982,0.0259,0.06,0.014,0.0124,0.0111,3
(((sqrt(abs(hgb))) / (abs(mch)+1e-6)) + (mchc)) * (log(abs(rdw)+1)),0.5852,0.0127,0.0119,0.6926,0.0234,0.0558,0.0144,0.0127,0.0113,4
((((log(abs(rdw)+1)) + ((mcv**2))) / (abs(sqrt(abs(mchc)))+1e-6)) / (abs(log(abs(mch)+1))+1e-6)) / (abs(log(abs(hgb)+1))+1e-6),0.5655,0.0127,0.0115,0.5724,0.0226,0.0534,0.0132,0.0124,0.011,5
((rdw**2)) / (abs(sqrt(abs(plt)))+1e-6),0.5683,0.0127,0.0113,0.6113,0.0222,0.0527,0.0139,0.0116,0.0113,2
(sqrt(abs(rbc))) - (sqrt(abs(mcv))),0.5515,0.0127,0.0117,0.371,0.0226,0.0518,0.0132,0.0119,0.0103,2
(((((((log(abs(hgb)+1)) / (abs(log(abs(mchc)+1))+1e-6)) * (wbc)) + (sqrt(abs(hct)))) + (log(abs(rdw)+1))) + (mcv)) * (sqrt(abs(plt)))) * ((mch**2)),0.5662,0.0127,0.0116,0.5795,0.0228,0.0538,0.0132,0.0121,0.0108,8
(((wbc**2)) * (plt)) + (sqrt(abs(rbc))),0.5632,0.0127,0.0118,0.576,0.0232,0.0547,0.0145,0.0119,0.0104,3
(((log(abs(hct)+1)) - (plt)) * ((hgb**2))) + (log(abs(rbc)+1)),0.58,0.0127,0.013,0.4099,0.0252,0.0577,0.0128,0.013,0.0112,4
(((((((log(abs(rdw)+1)) - (sqrt(abs(rbc)))) - (hgb)) + (mch)) * (sqrt(abs(plt)))) + ((wbc**2))) - (mcv)) + (log(abs(mchc)+1)),0.5896,0.0127,0.0122,0.5901,0.024,0.0565,0.0141,0.0128,0.0116,8
(((((hct) - (log(abs(rbc)+1))) * ((mcv**2))) - (plt)) + (sqrt(abs(hgb)))) / (abs(sqrt(abs(wbc)))+1e-6),0.5633,0.0127,0.0107,0.6714,0.021,0.0501,0.0137,0.0119,0.0107,6
((((log(abs(mch)+1)) - (log(abs(rbc)+1))) * (mcv)) * (sqrt(abs(mchc)))) + (rdw),0.5289,0.0127,0.0105,0.4311,0.0206,0.048,0.0116,0.0105,0.01,5
((((log(abs(rdw)+1)) - (rbc)) / (abs(hgb)+1e-6)) + (sqrt(abs(plt)))) * (wbc),0.5635,0.0127,0.0118,0.576,0.0232,0.0547,0.0145,0.012,0.0103,5
